time;signal
0,624059825;0,00122173
0,62601295;0,000610865
0,627996592;0,00122173
0,629949717;-0,000610865
0,63193336;0,002443461
0,633886485;-0,000610865
0,635870127;0,000610865
0,637884287;0,002443461
0,639806895;0,003054326
0,641729502;0,000610865
0,643743662;-0,001832596
0,645696787;0,000610865
0,64768043;0,00122173
0,649603037;0,00122173
0,651617198;0
0,653570323;0,002443461
0,655584483;0
0,657568125;0,00122173
0,659551768;-0,004276057
0,661474375;0,00122173
0,663458018;0,00122173
0,665411143;0,000610865
0,667394785;-0,00122173
0,66934791;-0,000610865
0,671331553;-0,00122173
0,673284678;0,000610865
0,675268321;0
0,677251963;-0,000610865
0,679235606;0,000610865
0,681219248;-0,000610865
0,683233408;0,00122173
0,685156016;-0,001832596
0,687170176;-0,001832596
0,689092783;0,00122173
0,691106944;0
0,693029551;0,000610865
0,695043711;0,00122173
0,696996836;-0,001832596
0,698980479;-0,000610865
0,700903086;-0,00122173
0,702886729;0,000610865
0,704839854;0,001832596
0,706854014;-0,000610865
0,708776621;-0,001832596
0,710760264;0
0,712713389;-0,00122173
0,714697032;-0,003054326
0,716680674;-0,002443461
0,718664317;-0,001832596
0,720556407;0,002443461
0,722570567;0
0,724523692;0,00122173
0,726507334;-0,000610865
0,728460459;0,000610865
0,730444102;0,000610865
0,732397227;0,000610865
0,734411387;-0,000610865
0,73639503;0,001832596
0,738378672;0,000610865
0,74030128;0
0,74231544;-0,003054326
0,744238047;-0,00122173
0,74622169;-0,00122173
0,748174815;0,002443461
0,750188975;0,001832596
0,752111582;-0,00122173
0,754095225;-0,000610865
0,756078867;-0,000610865
0,75806251;0,003665192
0,7599546;0,000610865
0,76196876;0,000610865
0,763921885;0
0,765905528;0,00122173
0,767858653;0,002443461
0,769872813;0,00122173
0,77179542;0,000610865
0,77380958;0,001832596
0,775762705;-0,000610865
0,777746348;-0,002443461
0,779729991;0,000610865
0,781744151;0,00122173
0,783697276;-0,00122173
0,785680918;0
0,787634043;-0,000610865
0,789617686;-0,000610865
0,791570811;0,000610865
0,793554453;0,002443461
0,795538096;-0,00122173
0,797491221;-0,003054326
0,799413828;-0,000610865
0,801397471;-0,00122173
0,803350596;-0,000610865
0,805364756;0,00122173
0,807287364;-0,000610865
0,809301524;-0,001832596
0,811224131;0
0,813238291;-0,000610865
0,815221934;0
0,817205576;-0,000610865
0,819128184;-0,003054326
0,821111826;0,001832596
0,823064951;0,000610865
0,825048594;-0,002443461
0,827001719;0,00122173
0,829015879;0,000610865
0,830938487;-0,001832596
0,832922129;0,00122173
0,834905772;-0,001832596
0,836889414;-0,000610865
0,838781504;-0,002443461
0,840765147;0,001832596
0,842718272;-0,00122173
0,844701914;-0,00122173
0,846655039;-0,000610865
0,848638682;0,00122173
0,850591807;-0,000610865
0,85257545;-0,000610865
0,854559092;0
0,856512217;0
0,858434825;0,001832596
0,860418467;0,000610865
0,862371592;-0,00122173
0,864385752;0,00122173
0,86630836;0
0,86832252;0,00122173
0,870275645;-0,001832596
0,872289805;0
0,87424293;-0,000610865
0,87625709;-0,000610865
0,877233653;-0,001832596
0,879247813;0,001832596
0,88117042;0,001832596
0,88318458;-0,000610865
0,885107188;0
0,887121348;0,003665192
0,889043955;0,002443461
0,891058116;0,004886922
0,893011241;0,004886922
0,894964366;0,005497787
0,896886973;0,004276057
0,898870616;0,003665192
0,900823741;0,003054326
0,902807383;-0,002443461
0,904760508;-0,002443461
0,906744151;-0,004886922
0,908697276;-0,007330383
0,910680918;-0,009773844
0,912664561;-0,008552114
0,914617686;-0,003054326
0,916540293;-0,004886922
0,918554453;-0,00122173
0,920507578;0,00122173
0,922491221;0,003665192
0,924444346;0,004276057
0,926427989;0,000610865
0,928381114;-0,002443461
0,930364756;-0,004886922
0,932348399;-0,007941248
0,934301524;-0,009162978
0,936224131;-0,01282817
0,938238291;-0,015882496
0,940191416;-0,016493361
0,942175059;-0,018325957
0,944097666;-0,015882496
0,946111826;-0,016493361
0,948064951;-0,015882496
0,950079112;-0,015271631
0,952062754;-0,015271631
0,954046397;-0,014049901
0,955969004;-0,01038471
0,957983164;-0,009162978
0,959905772;-0,006108652
0,961889414;-0,003054326
0,963812022;-0,003054326
0,965826182;-0,002443461
0,967748789;-0,002443461
0,96976295;0,000610865
0,971716075;0,00122173
0,973699717;0
0,97568336;0,000610865
0,977667002;-0,002443461
0,97958961;-0,005497787
0,98160377;-0,002443461
0,983556895;-0,006108652
0,985540537;-0,006719518
0,987493662;-0,006108652
0,989477305;-0,006719518
0,99143043;-0,005497787
0,993383555;-0,00122173
0,995306162;-0,003665192
0,997320323;-0,002443461
0,999273448;-0,000610865
1,001287608;-0,000610865
1,003210215;-0,000610865
1,005224375;-0,002443461
1,0071775;-0,005497787
1,00919166;-0,007330383
1,011175303;-0,004886922
1,013158946;-0,006108652
1,015081553;-0,005497787
1,017095713;-0,005497787
1,019018321;-0,006719518
1,021001963;-0,003665192
1,022955088;-0,002443461
1,024969248;-0,003665192
1,026891856;-0,00122173
1,028906016;-0,003665192
1,030889658;-0,00122173
1,032873301;-0,003054326
1,034765391;0
1,036749033;0,00122173
1,038702158;-0,002443461
1,040685801;-0,004886922
1,042638926;-0,001832596
1,044622569;-0,004276057
1,046575694;-0,002443461
1,048559336;-0,004276057
1,050542979;-0,003054326
1,052496104;-0,001832596
1,054418711;0,00122173
1,056432871;0,004276057
1,058385996;0,007941248
1,060369639;0,010995574
1,062292246;0,019547688
1,064306407;0,024434609
1,066259532;0,029321533
1,068273692;0,032986723
1,070226817;0,037873644
1,072240977;0,037262779
1,074224619;0,039095376
1,076208262;0,044593163
1,078161387;0,043982297
1,080175547;0,043371432
1,082098155;0,041538838
1,084081797;0,040317107
1,086034922;0,036651913
1,088049082;0,048258353
1,090002207;0,034208454
1,092016367;0,029932396
1,093938975;0,028099801
1,095922617;0,028099801
1,097875742;0,026267206
1,099859385;0,023823744
1,10181251;0,028710667
1,10382667;0,026267206
1,105749278;0,025656341
1,10773292;0,021380283
1,109716563;0,021380283
1,111700205;0,017715093
1,113592295;0,017715093
1,115606455;0,014660766
1,117529063;0,009162978
1,119543223;0,009162978
1,121496348;0,01038471
1,123479991;0,009162978
1,125433116;0,009162978
1,127416758;0,007941248
1,129400401;0,006108652
1,131353526;0,005497787
1,133276133;0
1,135259776;-0,001832596
1,137212901;-0,003054326
1,139227061;-0,008552114
1,141149668;-0,014660766
1,143163828;-0,019547688
1,145086436;-0,020769419
1,147100596;-0,029932396
1,149053721;-0,033597589
1,151067881;-0,035430185
1,152959971;-0,037262779
1,154974131;-0,040927973
1,156896739;-0,039706241
1,158910899;-0,041538838
1,160833506;-0,036651913
1,162847666;-0,03481932
1,164770274;-0,029932396
1,166784434;-0,028710667
1,168768076;-0,023823744
1,170721201;-0,017104227
1,172704844;-0,006108652
1,174688487;-0,003665192
1,176611094;0,001832596
1,178625254;0,01038471
1,180578379;0,015882496
1,182562022;0,017104227
1,184515147;0,02321288
1,186498789;0,022602014
1,188482432;0,02321288
1,190435557;0,021991149
1,192358164;0,023823744
1,194372325;0,019547688
1,19632545;0,016493361
1,198309092;0,013439035
1,2002317;0,009162978
1,20224586;0,001832596
1,204168467;-0,003054326
1,206182627;-0,007941248
1,20816627;-0,014660766
1,210149912;-0,017715093
1,21207252;-0,02321288
1,214056162;-0,029932396
1,216009287;-0,029932396
1,21799293;-0,032986723
1,219946055;-0,03481932
1,221960215;-0,03481932
1,223882823;-0,031154128
1,225896983;-0,030543262
1,227880625;-0,026267206
1,229864268;-0,020769419
1,231756358;-0,018936822
1,23374;-0,014049901
1,235693125;-0,01038471
1,237707285;-0,005497787
1,239629893;-0,003665192
1,241644053;0,000610865
1,24356666;0,002443461
1,245580821;0,008552114
1,247564463;0,008552114
1,249548106;0,008552114
1,251470713;0,012217305
1,253454356;0,014660766
1,255407481;0,020158553
1,257391123;0,017715093
1,259344248;0,025656341
1,261358408;0,023823744
1,263281016;0,025045475
1,265264658;0,028099801
1,267248301;0,029321533
1,269231944;0,024434609
1,270208506;0,024434609
1,272222666;0,022602014
1,274175791;0,023823744
1,276159434;0,019547688
1,278082041;0,016493361
1,280096201;0,016493361
1,282018809;0,015882496
1,284032969;0,014660766
1,286016612;0,01160644
1,288000254;0,007330383
1,289892344;0,009162978
1,291906504;0,006108652
1,293829112;0,006108652
1,295843272;0,004276057
1,297765879;0,00122173
1,299780039;0,002443461
1,301702647;0
1,303716807;0
1,30570045;0,00122173
1,307653575;-0,001832596
1,309576182;-0,001832596
1,311590342;0,000610865
1,313543467;-0,000610865
1,31552711;0,001832596
1,317449717;-0,00122173
1,319463877;-0,001832596
1,321386485;-0,00122173
1,323400645;-0,001832596
1,325384287;-0,003054326
1,32736793;-0,002443461
1,329290537;-0,00122173
1,33127418;-0,001832596
1,333227305;-0,004276057
1,335210948;-0,006108652
1,337164073;-0,007330383
1,339147715;-0,003665192
1,34110084;-0,004886922
1,343084483;0
1,345068125;-0,00122173
1,347051768;0,00122173
1,348943858;0,002443461
1,350958018;0,003665192
1,352880625;0,004886922
1,354894785;0,003665192
1,356817393;0,007330383
1,358831553;0,008552114
1,36075416;0,009162978
1,362768321;0,005497787
1,364751963;0,005497787
1,366735606;0,002443461
1,368658213;0,0421497
1,370672373;0,090408057
1,372594981;0,105068825
1,374578623;0,127059966
1,376531748;0,140499011
1,378545908;0,148440257
1,380468516;0,148440257
1,382482676;0,140499011
1,384466319;0,132557765
1,386449961;0,114842668
1,388372569;0,08124508
1,390356211;0,066584311
1,392309336;0,032375857
1,394292979;0,004276057
1,396246104;-0,009773844
1,398229746;-0,01282817
1,400182871;0,067806043
1,402166514;0,144164205
1,404150157;0,306043476
1,406133799;0,461814135
1,408025889;0,538783133
1,410040049;0,67561698
1,411962657;0,799011767
1,413976817;0,85765481
1,415929942;0,942565084
1,417913584;0,976162672
1,419866709;0,963945329
1,421850352;0,815505087
1,423833994;0,544280946
1,425817637;0,412944913
1,427709727;0,208305046
1,429723887;0,095294975
1,431646494;0,052534413
1,433691172;-0,02321288
1,43561378;-0,06963864
1,43762794;-0,086742863
1,439581065;-0,110566609
1,441595225;-0,103847094
1,44354835;-0,098960169
1,44556251;-0,099571034
1,447485117;-0,124005646
1,44946876;-0,135612085
1,451421885;-0,145385921
1,453405528;-0,154548913
1,455328135;-0,155770645
1,457342295;-0,147218525
1,459264903;-0,142942473
1,461279063;-0,126449108
1,463262705;-0,091629788
1,465246348;-0,056810468
1,467138438;-0,037873644
1,469152598;0
1,471075205;0,050701816
1,473089366;0,080634214
1,475011973;0,135612085
1,477026133;0,17715092
1,478948741;0,188146502
1,480962901;0,218689755
1,482946543;0,226020142
1,484930186;0,22357668
1,486822276;0,236404851
1,488805918;0,215024561
1,490759043;0,203418121
1,492742686;0,191811681
1,494695811;0,164322749
1,496709971;0,147829384
1,498632578;0,10751228
1,500616221;0,03481932
1,502599864;-0,006108652
1,504583506;-0,071471237
1,506475596;-0,135001212
1,508489756;-0,155770645
1,510412364;-0,195476875
1,512426524;-0,242513508
1,514379649;-0,262672067
1,516393809;-0,273667634
1,518316416;-0,271224171
1,520330576;-0,259006858
1,522314219;-0,256563395
1,524297862;-0,260228604
1,526189951;-0,259006858
1,528173594;-0,251065612
1,530126719;-0,233961388
1,532110362;-0,19853121
1,534032969;-0,180205241
1,536047129;-0,149051115
1,537969737;-0,138055548
1,539983897;-0,132557765
1,541967539;-0,15393804
1,543951182;-0,266337246
1,545873789;-0,383012503
1,547857432;-0,563217759
1,549810557;-0,650571465
1,5517942;-0,688445151
1,553747325;-0,585819781
1,555730967;-0,330478102
1,557684092;-0,228463605
1,559667735;-0,152716309
1,561651377;-0,136833817
1,56363502;-0,125227377
1,56552711;-0,124005646
1,56754127;-0,092240654
1,569494395;-0,06536258
1,571478037;-0,031764992
1,573431162;-0,033597589
1,575445323;-0,037262779
1,57736793;-0,064751714
1,579351573;-0,094684117
1,581335215;-0,10445796
1,583318858;-0,109344877
1,585210948;-0,122173049
1,587225108;-0,137444675
1,589147715;-0,152716309
1,591192393;-0,173485726
1,593115;-0,184481308
1,59512916;-0,189979091
1,597082285;-0,180816114
1,599096446;-0,174707457
1,601049571;-0,142942473
1,603033213;-0,094073251
1,604955821;-0,070249505
1,606939463;-0,009162978
1,608862071;0,065973446
1,610876231;0,108123146
1,612798838;0,179594383
1,614782481;0,209526777
1,616735606;0,204028994
1,618719248;0,188146502
1,620702891;0,17898351
1,622686533;0,171653137
1,624609141;0,167377084
1,626592783;0,141720742
1,628545908;0,125227377
1,630560069;0,095294975
1,632482676;0,047647487
1,634496836;0,02321288
1,636449961;-0,045814894
1,638464121;-0,143553331
1,640417246;-0,196087748
1,642431407;-0,283441484
1,644354014;-0,354912698
1,646337657;-0,380569041
1,648290782;-0,414777488
1,650274424;-0,425773084
1,652197032;-0,425773084
1,654211192;-0,401949346
1,656133799;-0,370184332
1,658147959;-0,361632228
1,660131602;-0,35430184
1,662115244;-0,372627795
1,664068369;-0,393397212
1,66608253;-0,400116742
1,668005137;-0,415999234
1,66998878;-0,415388376
1,671941905;-0,415999234
1,673956065;-0,41050145
1,675878672;-0,402560204
1,677862315;-0,396451533
1,679845957;-0,383623362
1,6818296;-0,364075691
1,68372169;-0,356745303
1,68573585;-0,331699818
1,687658457;-0,308486938
1,689672617;-0,301767439
1,691625742;-0,273667634
1,693609385;-0,247400418
1,69556251;-0,23335053
1,697546153;-0,19853121
1,699529795;-0,162490159
1,701513438;-0,140499011
1,703405528;-0,102014497
1,705419688;-0,064140849
1,707342295;-0,0421497
1,709386973;-0,013439035
1,71130958;0,013439035
1,713323741;0,02687807
1,715246348;0,049480084
1,717260508;0,070249505
1,719244151;0,079412483
1,721227793;0,087964594
1,723150401;0,094073251
1,725134043;0,098349303
1,727087168;0,109344877
1,729070811;0,131336033
1,730993418;0,144775063
1,733007578;0,172263995
1,734930186;0,19853121
1,736944346;0,212581098
1,738897471;0,235793978
1,740911631;0,264504641
1,742834239;0,279165417
1,744817881;0,302989155
1,746771006;0,319482535
1,748754649;0,324980319
1,750707774;0,336586744
1,752691416;0,324980319
1,754644541;0,323758572
1,756628184;0,294437051
1,758611826;0,252287358
1,760595469;0,224187538
1,761572032;0,191811681
1,763555674;0,124616511
1,765508799;0,037262779
1,767522959;-0,007941248
1,769445567;-0,099571034
1,771459727;-0,178372651
1,773412852;-0,222965822
1,775427012;-0,302989155
1,777410655;-0,375682116
1,779394297;-0,411723167
1,781286387;-0,477696627
1,78327003;-0,535117984
1,785223155;-0,561996043
1,787206797;-0,595593631
1,789159922;-0,627358615
1,791174082;-0,634078145
1,79309669;-0,623082578
1,795080332;-0,580321968
1,797063975;-0,540004849
1,799047617;-0,455705464
1,800939707;-0,363464832
1,802953867;-0,306654364
1,804876475;-0,200974673
1,806890635;-0,097738437
1,80884376;-0,054367006
1,810827403;0,008552114
1,81275001;0,049480084
1,81476417;0,0580322
1,816747813;0,051312681
1,818700938;0,03481932
1,820623545;0,025045475
1,822607188;0,021991149
1,824560313;0,070860371
1,826574473;0,103236228
1,82849708;0,163711891
1,830511241;0,209526777
1,832464366;0,226020142
1,834478526;0,224187538
1,836431651;0,186313897
1,838415293;0,161268428
1,840337901;0,094684117
1,842321543;0,021380283
1,844244151;-0,016493361
1,846258311;-0,09285152
1,848180918;-0,181426972
1,850195078;-0,224798411
1,852148203;-0,310319543
1,854162364;-0,383012503
1,856115489;-0,409279704
1,858099131;-0,455705464
1,860052256;-0,474031419
1,862066416;-0,475864023
1,863989024;-0,475253165
1,865972666;-0,467922777
1,867925791;-0,464868456
1,869939951;-0,464257598
1,871862559;-0,449596822
1,873876719;-0,388510287
1,875860362;-0,320093393
1,877813487;-0,135612085
1,879736094;0,003054326
1,881719737;0,048258353
1,883672862;0,066584311
1,885656504;0,029321533
1,887609629;-0,003054326
1,889593272;-0,064751714
1,891546397;-0,110566609
1,893530039;-0,120951317
1,895513682;-0,126449108
1,897497325;-0,105068825
1,899389414;-0,099571034
1,901403575;-0,067806043
1,903326182;-0,042760566
1,905309825;-0,03481932
1,90726295;-0,026267206
1,90927711;-0,036651913
1,911199717;-0,04642576
1,913213877;-0,052534413
1,91519752;-0,047036625
1,917181162;-0,044593163
1,91910377;-0,030543262
1,921087412;-0,009773844
1,923040537;0,012217305
1,925054698;0,063529983
1,926977305;0,11911872
1,928960948;0,154548913
1,930914073;0,241291776
1,932897715;0,342695415
1,934881358;0,395229816
1,936865;0,502131224
1,938787608;0,60597831
1,94077125;0,654236674
1,942724375;0,745866477
1,944738535;0,812450767
1,946661143;0,830776751
1,948675303;0,813061655
1,95059791;0,759305477
1,952612071;0,722653568
1,954565196;0,668286562
1,956579356;0,631023824
1,957555918;0,615752161
1,959570078;0,600480556
1,961523203;0,535728812
1,963506846;0,452651143
1,965429453;0,417831838
1,967443614;0,368962616
1,969366221;0,329256356
1,971380381;0,313373864
1,973333506;0,299323976
1,975317149;0,282830596
1,977239756;0,267558992
1,979223399;0,24495697
1,981176524;0,234572262
1,983190684;0,230296195
1,985113291;0,194255143
1,987127451;0,162490159
1,989050059;0,145385921
1,991064219;0,115453534
1,993017344;0,10445796
1,995031504;0,103847094
1,996954112;0,120340452
1,998937754;0,115453534
2,000890879;0,117286131
2,002874522;0,13072516
2,004797129;0,147218525
2,006811289;0,1423316
2,008733897;0,133168623
2,010748057;0,120951317
2,0127317;0,111177474
2,014715342;0,091629788
2,01663795;0,069027774
2,018621592;0,049480084
2,020574717;0,02321288
2,02255836;0,013439035
2,024511485;-0,000610865
2,026495127;-0,021380283
2,028448252;-0,018325957
2,030431895;-0,028710667
2,032415537;-0,042760566
2,034368662;-0,051312681
2,03629127;-0,050701816
2,03830543;-0,071471237
2,040228037;-0,06963864
2,04221168;-0,07696902
2,044164805;-0,086131997
2,046148448;-0,092240654
2,048101573;-0,112399206
2,050085215;-0,144164205
2,052099375;-0,202807263
2,0540525;-0,233961388
2,05505958;-0,26145032
2,057043223;-0,334143281
2,059026866;-0,396451533
2,061010508;-0,419664413
2,062963633;-0,461814135
2,064977793;-0,519235432
2,066900401;-0,535117984
2,068914561;-0,539394021
2,070898203;-0,568104684
2,072881846;-0,581543684
2,074773936;-0,604756594
2,076757578;-0,588263214
2,078680186;-0,55955255
2,080694346;-0,481972665
2,082647471;-0,366519153
2,084631114;-0,310930401
2,086553721;-0,209526777
2,088567881;-0,140499011
2,090551524;-0,10751228
2,092504649;-0,063529983
2,094427256;-0,039706241
2,096441416;-0,026267206
2,098394541;-0,010995574
2,100378184;-0,007330383
2,102300791;-0,007330383
2,104314951;-0,015882496
2,106268076;-0,031154128
2,108282237;-0,032986723
2,110235362;-0,047647487
2,112249522;-0,066584311
2,114172129;-0,064751714
2,116155772;-0,050701816
2,118108897;-0,043371432
2,120092539;-0,040927973
2,122045664;-0,032986723
2,124029307;0,03848451
2,125982432;0,073303826
2,127966075;0,084910266
2,129949717;0,047036625
2,13193336;0,022602014
2,13382545;-0,040927973
2,13583961;-0,099571034
2,137762217;-0,125838235
2,139776377;-0,179594383
2,141698985;-0,230907068
2,143713145;-0,249843881
2,145635752;-0,275500238
2,147649912;-0,306654364
2,149633555;-0,333532423
2,15158668;-0,349414915
2,153570323;-0,357967019
2,155553965;-0,319482535
2,15750709;-0,282219738
2,15952125;-0,160657555
2,161474375;0,029932396
2,163488535;0,128892571
2,165411143;0,303600013
2,167394785;0,449596822
2,169378428;0,507018149
2,171362071;0,594982743
2,17325416;0,640186787
2,175268321;0,641408503
2,177190928;0,583987176
2,179205088;0,456316352
2,181188731;0,378736466
2,183172373;0,232739657
2,185125498;0,186313897
2,187109141;0,211359382
2,189092783;0,289550126
2,191045908;0,308486938
2,192968516;0,298713118
2,194952158;0,279165417
2,196905283;0,260228604
2,198888926;0,249233022
2,200842051;0,221133217
2,202856211;0,208915919
2,204809336;0,192422554
2,206792979;0,134390354
2,208776621;0,071471237
2,210729746;0,03481932
2,212652354;-0,018325957
2,214635996;-0,077579886
2,216589121;-0,10751228
2,218572764;-0,167987943
2,220525889;-0,209526777
2,222540049;-0,229074463
2,224462657;-0,230296195
2,226476817;-0,236404851
2,228460459;-0,234572262
2,230413584;-0,181426972
2,232336192;-0,127670839
2,234319834;-0,087353729
2,236272959;-0,02321288
2,238256602;0,058643065
2,240209727;0,096516706
2,242223887;0,169209674
2,244146494;0,222965822
2,246160655;0,23518312
2,248144297;0,23518312
2,250097422;0,232128799
2,252081065;0,222965822
