"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
9.884952924E0,-5.575399876E0,2.156959915E1,-4.587199783E1,5.099581234E1
9.894962893E0,-5.282599926E0,2.138660049E1,-4.587199783E1,5.088745158E1
9.904963178E0,-5.368000031E0,2.110599899E1,-4.628680038E1,5.115414458E1
9.914960615E0,-5.368000031E0,2.109379959E1,-4.628680038E1,5.114911236E1
9.924980838E0,-4.953199863E0,2.044719887E1,-4.499359894E1,4.966936758E1
9.934986454E0,-5.526599884E0,2.069120026E1,-4.542060089E1,5.021653174E1
9.944981897E0,-4.733600140E0,2.155739975E1,-4.481060028E1,4.995115966E1
9.954968306E0,-4.782400131E0,2.060579872E1,-4.639659882E1,5.099131959E1
9.964968469E0,-5.282599926E0,2.138660049E1,-4.607939911E1,5.107449035E1
9.974980799E0,-5.355799675E0,2.102059937E1,-4.489599991E1,4.986181902E1
9.985003789E0,-5.099599838E0,2.152079964E1,-4.437139893E1,4.957793640E1
9.994981328E0,-5.502200127E0,2.191119957E1,-4.609159851E1,5.133040353E1
1.000496835E1,-4.989799976E0,2.120359993E1,-4.565240097E1,5.058292665E1
1.001496831E1,-4.880000114E0,2.094739914E1,-4.618919754E1,5.095144651E1
1.002498076E1,-5.075200081E0,2.104500008E1,-4.543280029E1,5.032682214E1
1.003496851E1,-5.538799763E0,2.098399925E1,-4.575000000E1,5.063663721E1
1.004496648E1,-5.465600014E0,2.133779907E1,-4.533519745E1,5.040292234E1
1.005495020E1,-5.197199821E0,2.150860023E1,-4.512779999E1,5.026081080E1
1.006496318E1,-5.380199909E0,2.138660049E1,-4.533519745E1,5.041441619E1
1.007495053E1,-5.001999855E0,2.128899956E1,-4.576219940E1,5.071903389E1
1.008495350E1,-5.477799892E0,2.135000038E1,-4.596960068E1,5.098071198E1
1.009496294E1,-4.989799976E0,2.120359993E1,-4.607939911E1,5.096863522E1
1.010495651E1,-4.953199863E0,2.044719887E1,-4.606719971E1,5.064394356E1
1.011496306E1,-4.672599792E0,2.063019943E1,-4.532299805E1,5.001612209E1
1.012496298E1,-4.513999939E0,2.104500008E1,-4.576219940E1,5.057120839E1
1.013495598E1,-4.806799889E0,2.113039970E1,-4.587199783E1,5.073301984E1
1.014497258E1,-4.782400131E0,2.072780037E1,-4.596960068E1,5.065290955E1
1.015498426E1,-5.343599796E0,2.082539940E1,-4.585979843E1,5.064950573E1
1.016498137E1,-4.770199776E0,2.070339966E1,-4.479840088E1,4.958106780E1
1.017496823E1,-5.636399746E0,2.089859962E1,-4.575000000E1,5.061208322E1
1.018498141E1,-5.270400047E0,2.120359993E1,-4.489599991E1,4.993015696E1
1.019496835E1,-5.075200081E0,2.089859962E1,-4.596960068E1,5.075148578E1
1.020494899E1,-5.062999725E0,2.087419891E1,-4.532299805E1,5.015516223E1
1.021498129E1,-5.563199997E0,2.127680016E1,-4.575000000E1,5.076134276E1
1.022496811E1,-5.319200039E0,2.197220039E1,-4.544499969E1,5.075745735E1
1.023498142E1,-5.551000118E0,2.131340027E1,-4.500579834E1,5.010585313E1
1.024496872E1,-5.368000031E0,2.121579933E1,-4.543280029E1,5.042881030E1
1.025498146E1,-5.148399830E0,2.058139992E1,-4.532299805E1,5.004272370E1
1.026498174E1,-5.014199734E0,2.165499878E1,-4.523759842E1,5.040358600E1
1.027496966E1,-4.892199993E0,2.100839996E1,-4.587199783E1,5.069049886E1
1.028498113E1,-5.172800064E0,2.110599899E1,-4.543280029E1,5.036229141E1
1.029496832E1,-5.465600014E0,2.124020004E1,-4.543280029E1,5.044956119E1
1.030496815E1,-5.489999771E0,2.165499878E1,-4.618919754E1,5.130809916E1
1.031498146E1,-5.160599709E0,2.093519974E1,-4.607939911E1,5.087460466E1
1.032497808E1,-4.880000114E0,2.092300034E1,-4.533519745E1,5.016838120E1
1.033498134E1,-5.099599838E0,2.138660049E1,-4.544499969E1,5.048406280E1
1.034499668E1,-4.989799976E0,2.111820030E1,-4.554259872E1,5.044804046E1
1.035498150E1,-5.258199692E0,2.092300034E1,-4.607939911E1,5.087957969E1
1.036498118E1,-5.087399960E0,2.119140053E1,-4.618919754E1,5.107248833E1
1.037496799E1,-5.184999943E0,2.138660049E1,-4.555479813E1,5.059160540E1
1.038498179E1,-5.538799763E0,2.097179985E1,-4.543280029E1,5.034514906E1
1.039498846E1,-5.172800064E0,2.111820030E1,-4.596960068E1,5.085214284E1
1.040498126E1,-5.648600101E0,2.119140053E1,-4.543280029E1,5.044919704E1
1.041498126E1,-5.868199825E0,2.175259972E1,-4.511560059E1,5.042845209E1
1.042496844E1,-5.258199692E0,2.088640022E1,-4.532299805E1,5.018032015E1
1.043498130E1,-5.843800068E0,2.148419952E1,-4.532299805E1,5.049648483E1
1.044498110E1,-5.587599754E0,2.187459946E1,-4.490819931E1,5.026396062E1
1.045498158E1,-5.062999725E0,2.092300034E1,-4.532299805E1,5.017549264E1
1.046498138E1,-5.331399918E0,2.048379898E1,-4.573780060E1,5.039797862E1
1.047496982E1,-5.160599709E0,2.089859962E1,-4.489599991E1,4.978989921E1
1.048498134E1,-5.453399658E0,2.109379959E1,-4.511560059E1,5.010095174E1
1.049496974E1,-5.453399658E0,2.098399925E1,-4.554259872E1,5.044002469E1
1.050496828E1,-5.453399658E0,2.109379959E1,-4.575000000E1,5.067297553E1
1.051498199E1,-5.441199780E0,2.089859962E1,-4.532299805E1,5.020490288E1
1.052496783E1,-5.368000031E0,2.128899956E1,-4.565240097E1,5.065746382E1
1.053498122E1,-6.039000034E0,2.148419952E1,-4.489599991E1,5.013672465E1
1.054495754E1,-5.551000118E0,2.116699982E1,-4.607939911E1,5.101143505E1
1.055496299E1,-5.660799980E0,2.135000038E1,-4.532299805E1,5.041866048E1
1.056496307E1,-4.989799976E0,2.113039970E1,-4.511560059E1,5.006804681E1
1.057495262E1,-5.453399658E0,2.121579933E1,-4.521319962E1,5.024025407E1
1.058496303E1,-5.551000118E0,2.116699982E1,-4.532299805E1,5.032921255E1
1.059495408E1,-5.575399876E0,2.166720009E1,-4.468859863E1,4.997622926E1
1.060496283E1,-5.294799805E0,2.165499878E1,-4.512779999E1,5.033380781E1
1.061496312E1,-5.465600014E0,2.114259911E1,-4.554259872E1,5.050752992E1
1.062495852E1,-5.270400047E0,2.111820030E1,-4.554259872E1,5.047656683E1
1.063496291E1,-5.563199997E0,2.139879990E1,-4.543280029E1,5.052719242E1
1.064497703E1,-5.770599842E0,2.161839867E1,-4.543280029E1,5.064379849E1
1.065498122E1,-5.270400047E0,2.117919922E1,-4.457880020E1,4.963471591E1
1.066495404E1,-5.648600101E0,2.125239944E1,-4.511560059E1,5.018952661E1
1.067498830E1,-5.075200081E0,2.089859962E1,-4.533519745E1,5.017757716E1
1.068498143E1,-5.087399960E0,2.121579933E1,-4.554259872E1,5.049871363E1
1.069497834E1,-5.453399658E0,2.098399925E1,-4.585979843E1,5.072660943E1
1.070498192E1,-5.355799675E0,2.089859962E1,-4.585979843E1,5.068093496E1
1.071498114E1,-5.368000031E0,2.113039970E1,-4.522539902E1,5.020603482E1
1.072498708E1,-5.477799892E0,2.132559967E1,-4.533519745E1,5.039908353E1
1.073498122E1,-5.489999771E0,2.161839867E1,-4.512779999E1,5.033898678E1
1.074496552E1,-5.197199821E0,2.125239944E1,-4.467639923E1,4.974591457E1
1.075498122E1,-5.343599796E0,2.061800003E1,-4.584759903E1,5.055351937E1
1.076497292E1,-5.416800022E0,2.017879868E1,-4.529859924E1,4.988475450E1
1.077498489E1,-5.453399658E0,2.088640022E1,-4.562799835E1,5.047668289E1
1.078498143E1,-5.636399746E0,2.086199951E1,-4.531079865E1,5.020020418E1
1.079495608E1,-5.270400047E0,2.098399925E1,-4.553039932E1,5.040954874E1
1.080498106E1,-5.453399658E0,2.100839996E1,-4.532299805E1,5.025203069E1
1.081498082E1,-5.062999725E0,2.061800003E1,-4.564019775E1,5.033650308E1
1.082498729E1,-4.989799976E0,2.110599899E1,-4.511560059E1,5.005775378E1
1.083498196E1,-4.977600098E0,2.063019943E1,-4.595739746E1,5.062078637E1
1.084498900E1,-5.526599884E0,2.052039909E1,-4.529859924E1,5.003591888E1
1.085498106E1,-5.648600101E0,2.108160019E1,-4.531079865E1,5.029323039E1
1.086498106E1,-4.953199863E0,2.034959984E1,-4.478619766E1,4.944131778E1
1.087498595E1,-5.343599796E0,2.053260040E1,-4.551819992E1,5.021999863E1
1.088498139E1,-5.368000031E0,2.102059937E1,-4.584759903E1,5.072162614E1
1.089498054E1,-5.282599926E0,2.116699982E1,-4.606719971E1,5.097190042E1
1.090498176E1,-6.002399921E0,2.070339966E1,-4.529859924E1,5.016595116E1
1.091498094E1,-4.989799976E0,2.105719948E1,-4.598180008E1,5.081957981E1
1.092498465E1,-5.538799763E0,2.093519974E1,-4.553039932E1,5.041803401E1
1.093498111E1,-5.172800064E0,2.102059937E1,-4.543280029E1,5.032656158E1
1.094497932E1,-5.587599754E0,2.185019875E1,-4.416399765E1,4.958942573E1
1.095498103E1,-5.209399700E0,2.166720009E1,-4.501799774E1,5.023171832E1
1.096498086E1,-5.184999943E0,2.128899956E1,-4.522539902E1,5.025378038E1
1.097498453E1,-6.014599800E0,2.110599899E1,-4.627460098E1,5.121501050E1
1.098498119E1,-5.453399658E0,2.119140053E1,-4.532299805E1,5.032881060E1
1.099497212E1,-5.453399658E0,2.121579933E1,-4.532299805E1,5.033908880E1
1.100496915E1,-5.465600014E0,2.128899956E1,-4.628680038E1,5.124023981E1
1.101498111E1,-5.648600101E0,2.108160019E1,-4.617699814E1,5.107500080E1
1.102498310E1,-5.648600101E0,2.120359993E1,-4.543280029E1,5.045432266E1
1.103498123E1,-5.526599884E0,2.073999977E1,-4.553039932E1,5.033595295E1
1.104496646E1,-5.355799675E0,2.100839996E1,-4.564019775E1,5.052786469E1
1.105496296E1,-5.636399746E0,2.098399925E1,-4.499359894E1,4.996519961E1
1.106496296E1,-5.453399658E0,2.109379959E1,-4.489599991E1,4.990329405E1
1.107495568E1,-5.197199821E0,2.149639893E1,-4.587199783E1,5.092490783E1
1.108496296E1,-5.672999859E0,2.167939949E1,-4.490819931E1,5.018889972E1
1.109496300E1,-5.465600014E0,2.120359993E1,-4.565240097E1,5.063207627E1
1.110495275E1,-5.892600060E0,2.063019943E1,-4.488380051E1,4.974820009E1
1.111495487E1,-5.648600101E0,2.127680016E1,-4.532299805E1,5.038633803E1
1.112498608E1,-5.953599930E0,2.175259972E1,-4.479840088E1,5.015493662E1
1.113496297E1,-5.489999771E0,2.166720009E1,-4.565240097E1,5.083059484E1
1.114496402E1,-5.160599709E0,2.099619865E1,-4.457880020E1,4.954534867E1
1.115496777E1,-5.392399788E0,2.170380020E1,-4.555479813E1,5.074812855E1
1.116498107E1,-5.551000118E0,2.110599899E1,-4.554259872E1,5.050153556E1
1.117498872E1,-5.453399658E0,2.110599899E1,-4.532299805E1,5.029291116E1
1.118498124E1,-6.014599800E0,2.106939888E1,-4.564019775E1,5.062729136E1
1.119496862E1,-5.453399658E0,2.113039970E1,-4.543280029E1,5.040211009E1
1.120498116E1,-5.660799980E0,2.150860023E1,-4.532299805E1,5.048602472E1
1.121498124E1,-5.551000118E0,2.119140053E1,-4.554259872E1,5.053728680E1
1.122496712E1,-5.551000118E0,2.114259911E1,-4.543280029E1,5.041787820E1
1.123498112E1,-5.441199780E0,2.078879929E1,-4.553039932E1,5.034677838E1
1.124496879E1,-5.563199997E0,2.145979881E1,-4.543280029E1,5.055305630E1
1.125498136E1,-5.258199692E0,2.098399925E1,-4.575000000E1,5.060671288E1
1.126498124E1,-5.282599926E0,2.145979881E1,-4.522539902E1,5.033652296E1
1.127496753E1,-5.416800022E0,2.039839935E1,-4.553039932E1,5.018419752E1
1.128498177E1,-5.551000118E0,2.111820030E1,-4.532299805E1,5.030870837E1
1.129497139E1,-6.136600018E0,2.144759941E1,-4.617699814E1,5.128325787E1
1.130498108E1,-5.648600101E0,2.109379959E1,-4.596960068E1,5.089262472E1
1.131498120E1,-5.380199909E0,2.139879990E1,-4.500579834E1,5.012361791E1
1.132498523E1,-5.124000072E0,2.199659920E1,-4.352959824E1,4.904010273E1
1.133498108E1,-5.294799805E0,2.171599960E1,-4.470079803E1,4.997780396E1
1.134500110E1,-5.160599709E0,2.099619865E1,-4.489599991E1,4.983094375E1
1.135498116E1,-5.282599926E0,2.139879990E1,-4.533519745E1,5.040927124E1
1.136498132E1,-5.648600101E0,2.127680016E1,-4.564019775E1,5.067185174E1
1.137496981E1,-5.551000118E0,2.108160019E1,-4.564019775E1,5.057939422E1
1.138498144E1,-5.538799763E0,2.086199951E1,-4.595739746E1,5.077384866E1
1.139498450E1,-5.563199997E0,2.135000038E1,-4.532299805E1,5.040779565E1
1.140498124E1,-5.538799763E0,2.099619865E1,-4.510339737E1,5.005831714E1
1.141498161E1,-5.465600014E0,2.128899956E1,-4.489599991E1,4.998744936E1
1.142496855E1,-5.160599709E0,2.097179985E1,-4.446899796E1,4.943622111E1
1.143498108E1,-5.184999943E0,2.137439919E1,-4.555479813E1,5.058644875E1
1.144498084E1,-5.831599712E0,2.106939888E1,-4.606719971E1,5.099131312E1
1.145498108E1,-5.014199734E0,2.160619926E1,-4.544499969E1,5.056894346E1
1.146498124E1,-5.660799980E0,2.136219978E1,-4.500579834E1,5.013890825E1
1.147496822E1,-5.636399746E0,2.091079903E1,-4.521319962E1,5.013246391E1
1.148498120E1,-5.648600101E0,2.125239944E1,-4.532299805E1,5.037603912E1
1.149498096E1,-5.099599838E0,2.138660049E1,-4.598180008E1,5.096781865E1
1.150498141E1,-5.563199997E0,2.139879990E1,-4.585979843E1,5.091148145E1
1.151498120E1,-5.477799892E0,2.161839867E1,-4.596960068E1,5.109369471E1
1.152496794E1,-4.623799801E0,2.142319870E1,-4.512779999E1,5.016822998E1
1.153498112E1,-5.184999943E0,2.128899956E1,-4.554259872E1,5.053943040E1
1.154496672E1,-5.001999855E0,2.131340027E1,-4.533519745E1,5.034442532E1
1.155496294E1,-5.050799847E0,2.050819969E1,-4.532299805E1,5.000270978E1
1.156496294E1,-5.111799717E0,2.167939949E1,-4.587199783E1,5.099379417E1
1.157496294E1,-5.172800064E0,2.111820030E1,-4.533519745E1,5.027938317E1
1.158496294E1,-5.087399960E0,2.131340027E1,-4.511560059E1,5.015535949E1
1.159496298E1,-5.672999859E0,2.155739975E1,-4.522539902E1,5.042064188E1
1.160496302E1,-5.148399830E0,2.072780037E1,-4.553039932E1,5.029080424E1
1.161496294E1,-5.172800064E0,2.092300034E1,-4.661619949E1,5.135756866E1
1.162496298E1,-5.477799892E0,2.147200012E1,-4.618919754E1,5.122982579E1
1.163496294E1,-4.989799976E0,2.111820030E1,-4.596960068E1,5.083385362E1
1.164497726E1,-4.989799976E0,2.128899956E1,-4.437139893E1,4.946656091E1
1.165498129E1,-5.428999901E0,2.070339966E1,-4.532299805E1,5.012263909E1
1.166498145E1,-5.538799763E0,2.091079903E1,-4.575000000E1,5.060634663E1
1.167498105E1,-4.892199993E0,2.106939888E1,-4.533519745E1,5.023080049E1
1.168495911E1,-5.062999725E0,2.082539940E1,-4.554259872E1,5.033348314E1
1.169498133E1,-5.343599796E0,2.069120026E1,-4.521319962E1,5.000913163E1
1.170498141E1,-5.392399788E0,2.167939949E1,-4.522539902E1,5.044215553E1
1.171498088E1,-4.782400131E0,2.076440048E1,-4.628680038E1,5.095585902E1
1.172498080E1,-5.648600101E0,2.127680016E1,-4.489599991E1,5.000259709E1
1.173496839E1,-4.806799889E0,2.121579933E1,-4.555479813E1,5.048222557E1
1.174498096E1,-4.916599751E0,2.171599960E1,-4.492039871E1,5.013581367E1
1.175499561E1,-5.258199692E0,2.091079903E1,-4.554259872E1,5.038887257E1
1.176500184E1,-5.172800064E0,2.111820030E1,-4.522539902E1,5.018040415E1
1.177498064E1,-5.368000031E0,2.126459885E1,-4.468859863E1,4.978021129E1
1.178496847E1,-5.575399876E0,2.149639893E1,-4.554259872E1,5.066861503E1
1.179498158E1,-5.148399830E0,2.075219917E1,-4.543280029E1,5.021253961E1
1.180496811E1,-5.453399658E0,2.103279877E1,-4.564019775E1,5.054845045E1
1.181498068E1,-4.904399872E0,2.131340027E1,-4.555479813E1,5.053270032E1
1.182498080E1,-4.880000114E0,2.083759880E1,-4.585979843E1,5.060771717E1
1.183496815E1,-5.672999859E0,2.159399986E1,-4.585979843E1,5.100592975E1
1.184498105E1,-5.380199909E0,2.141099930E1,-4.565240097E1,5.071014846E1
1.185498463E1,-5.184999943E0,2.130119896E1,-4.479840088E1,4.987506414E1
1.186496766E1,-5.160599709E0,2.093519974E1,-4.575000000E1,5.057644588E1
1.187498089E1,-5.062999725E0,2.089859962E1,-4.522539902E1,5.007716195E1
1.188496836E1,-5.075200081E0,2.091079903E1,-4.575000000E1,5.055770635E1
1.189498101E1,-5.245999813E0,2.081320000E1,-4.532299805E1,5.014861873E1
1.190496848E1,-5.465600014E0,2.139879990E1,-4.500579834E1,5.013285654E1
1.191498060E1,-5.233799934E0,2.043499947E1,-4.584759903E1,5.046765500E1
1.192496832E1,-5.355799675E0,2.102059937E1,-4.521319962E1,5.014761816E1
1.193498060E1,-5.453399658E0,2.110599899E1,-4.554259872E1,5.049090076E1
1.194498044E1,-4.965399742E0,2.075219917E1,-4.500579834E1,4.980793962E1
1.195497641E1,-4.806799889E0,2.115480042E1,-4.640879822E1,5.122897088E1
1.196498081E1,-5.282599926E0,2.142319870E1,-4.629899979E1,5.128797798E1
1.197498069E1,-5.282599926E0,2.145979881E1,-4.522539902E1,5.033652296E1
1.198496828E1,-5.148399830E0,2.061800003E1,-4.532299805E1,5.005778759E1
1.199498097E1,-5.404599667E0,2.188679886E1,-4.544499969E1,5.072957381E1
1.200496864E1,-4.782400131E0,2.086199951E1,-4.576219940E1,5.052002839E1
1.201498048E1,-5.660799980E0,2.141099930E1,-4.511560059E1,5.025826264E1
1.202498081E1,-4.977600098E0,2.092300034E1,-4.500579834E1,4.988056064E1
1.203496811E1,-4.855599880E0,2.033740044E1,-4.617699814E1,5.069025413E1
1.204496669E1,-5.258199692E0,2.092300034E1,-4.575000000E1,5.058145023E1
1.205496592E1,-5.245999813E0,2.064239883E1,-4.553039932E1,5.026575779E1
1.206496282E1,-5.368000031E0,2.113039970E1,-4.596960068E1,5.087743510E1
1.207496755E1,-5.172800064E0,2.110599899E1,-4.543280029E1,5.036229141E1
1.208496258E1,-5.404599667E0,2.186240005E1,-4.490819931E1,5.023863652E1
1.209496278E1,-5.111799717E0,2.156959915E1,-4.587199783E1,5.094721081E1
1.210496283E1,-5.001999855E0,2.130119896E1,-4.555479813E1,5.053712212E1
1.211495245E1,-5.087399960E0,2.121579933E1,-4.554259872E1,5.049871363E1
1.212495843E1,-5.477799892E0,2.160619926E1,-4.511560059E1,5.032148204E1
1.213496299E1,-5.270400047E0,2.127680016E1,-4.490819931E1,4.997224937E1
1.214497194E1,-5.160599709E0,2.094739914E1,-4.585979843E1,5.068082904E1
1.215498089E1,-5.746200085E0,2.128899956E1,-4.543280029E1,5.050128375E1
1.216498122E1,-4.623799801E0,2.135000038E1,-4.481060028E1,4.985169945E1
1.217496616E1,-5.660799980E0,2.147200012E1,-4.596960068E1,5.105189156E1
1.218498102E1,-5.270400047E0,2.105719948E1,-4.554259872E1,5.045107596E1
1.219498073E1,-4.892199993E0,2.103279877E1,-4.587199783E1,5.070061568E1
1.220498151E1,-4.806799889E0,2.124020004E1,-4.576219940E1,5.067968347E1
1.221498094E1,-4.818999767E0,2.143540001E1,-4.533519745E1,5.037836103E1
1.222496804E1,-4.977600098E0,2.100839996E1,-4.543280029E1,5.030177645E1
1.223498110E1,-5.148399830E0,2.081320000E1,-4.457880020E1,4.946680445E1
1.224495461E1,-5.184999943E0,2.121579933E1,-4.576219940E1,5.070673781E1
1.225498106E1,-5.733999729E0,2.099619865E1,-4.510339737E1,5.008029118E1
1.226498122E1,-5.270400047E0,2.120359993E1,-4.489599991E1,4.993015696E1
1.227498073E1,-6.051199913E0,2.163059998E1,-4.489599991E1,5.020110241E1
1.228498098E1,-5.758399963E0,2.143540001E1,-4.596960068E1,5.104742628E1
1.229498411E1,-5.270400047E0,2.120359993E1,-4.565240097E1,5.061137699E1
1.230498143E1,-5.916999817E0,2.109379959E1,-4.510339737E1,5.014255401E1
1.231498139E1,-5.538799763E0,2.081320000E1,-4.595739746E1,5.075381738E1
1.232498065E1,-4.770199776E0,2.055699921E1,-4.543280029E1,5.009475386E1
1.233498118E1,-5.184999943E0,2.121579933E1,-4.629899979E1,5.119171561E1
1.234497777E1,-5.599800110E0,2.023979950E1,-4.551819992E1,5.012897135E1
1.235498078E1,-5.648600101E0,2.115480042E1,-4.596960068E1,5.091793839E1
1.236496405E1,-5.258199692E0,2.100839996E1,-4.543280029E1,5.033031766E1
1.237496682E1,-5.355799675E0,2.093519974E1,-4.628680038E1,5.108262981E1
1.238496825E1,-5.184999943E0,2.117919922E1,-4.554259872E1,5.049327681E1
1.239496800E1,-5.160599709E0,2.091079903E1,-4.532299805E1,5.018034931E1
1.240498102E1,-5.526599884E0,2.055699921E1,-4.584759903E1,5.054835170E1
1.241498118E1,-5.184999943E0,2.137439919E1,-4.576219940E1,5.077330065E1
1.242496967E1,-5.331399918E0,2.052039909E1,-4.553039932E1,5.022477343E1
1.243498155E1,-5.380199909E0,2.148419952E1,-4.565240097E1,5.074109867E1
1.244496821E1,-5.453399658E0,2.093519974E1,-4.575000000E1,5.060716012E1
1.245498098E1,-5.258199692E0,2.089859962E1,-4.554259872E1,5.038381118E1
1.246498102E1,-5.392399788E0,2.158180046E1,-4.555479813E1,5.069607203E1
1.247496760E1,-5.465600014E0,2.117919922E1,-4.575000000E1,5.070989808E1
1.248498102E1,-5.648600101E0,2.119140053E1,-4.543280029E1,5.044919704E1
1.249498086E1,-5.368000031E0,2.126459885E1,-4.533519745E1,5.036148048E1
1.250498176E1,-5.514400005E0,2.049600029E1,-4.477399826E1,4.955003083E1
1.251498094E1,-5.453399658E0,2.095960045E1,-4.575000000E1,5.061725910E1
1.252495254E1,-5.282599926E0,2.143540001E1,-4.522539902E1,5.032612594E1
1.253498082E1,-5.245999813E0,2.078879929E1,-4.554259872E1,5.033709356E1
1.254495100E1,-5.868199825E0,2.187459946E1,-4.446899796E1,4.990416465E1
1.255498139E1,-5.538799763E0,2.092300034E1,-4.564019775E1,5.051215593E1
1.256496276E1,-5.172800064E0,2.098399925E1,-4.522539902E1,5.012407407E1
1.257496288E1,-5.172800064E0,2.108160019E1,-4.522539902E1,5.016501214E1
1.258496284E1,-5.526599884E0,2.081320000E1,-4.553039932E1,5.036615791E1
1.259496272E1,-5.258199692E0,2.102059937E1,-4.596960068E1,5.082045305E1
1.260496292E1,-5.441199780E0,2.092300034E1,-4.595739746E1,5.078839414E1
1.261496288E1,-5.538799763E0,2.098399925E1,-4.532299805E1,5.025117590E1
1.262496284E1,-5.746200085E0,2.119140053E1,-4.575000000E1,5.074600252E1
1.263495271E1,-5.453399658E0,2.109379959E1,-4.543280029E1,5.038677695E1
1.264497708E1,-5.258199692E0,2.093519974E1,-4.596960068E1,5.078518916E1
1.265498115E1,-5.465600014E0,2.116699982E1,-4.575000000E1,5.070480416E1
1.266498111E1,-4.697000027E0,2.102059937E1,-4.609159851E1,5.087595562E1
1.267498103E1,-5.001999855E0,2.136219978E1,-4.566460037E1,5.066181313E1
1.268498111E1,-5.148399830E0,2.075219917E1,-4.543280029E1,5.021253961E1
1.269498083E1,-5.355799675E0,2.110599899E1,-4.554259872E1,5.048045248E1
1.270498091E1,-5.551000118E0,2.117919922E1,-4.564019775E1,5.062015145E1
1.271498095E1,-4.635999680E0,2.154520035E1,-4.609159851E1,5.108936880E1
1.272498107E1,-5.343599796E0,2.084980011E1,-4.489599991E1,4.978874402E1
1.273498107E1,-5.172800064E0,2.104500008E1,-4.585979843E1,5.072249009E1
1.274498062E1,-5.368000031E0,2.125239944E1,-4.533519745E1,5.035633063E1
1.275496748E1,-5.099599838E0,2.145979881E1,-4.448119736E1,4.964983184E1
1.276498046E1,-4.904399872E0,2.127680016E1,-4.522539902E1,5.022043488E1
1.277498063E1,-5.368000031E0,2.111820030E1,-4.543280029E1,5.038782741E1
1.278496797E1,-5.453399658E0,2.098399925E1,-4.532299805E1,5.024183460E1
1.279499035E1,-4.989799976E0,2.102059937E1,-4.618919754E1,5.099221187E1
1.280495698E1,-5.258199692E0,2.088640022E1,-4.543280029E1,5.027951592E1
1.281497953E1,-5.075200081E0,2.092300034E1,-4.618919754E1,5.096049027E1
1.282498152E1,-5.062999725E0,2.093519974E1,-4.500579834E1,4.989427260E1
1.283496773E1,-4.892199993E0,2.102059937E1,-4.554259872E1,5.039769357E1
1.284498095E1,-4.989799976E0,2.113039970E1,-4.500579834E1,4.996912827E1
1.285498107E1,-5.270400047E0,2.120359993E1,-4.543280029E1,5.041338224E1
1.286498079E1,-5.477799892E0,2.159399986E1,-4.511560059E1,5.031624527E1
1.287498087E1,-5.172800064E0,2.111820030E1,-4.554259872E1,5.046646949E1
1.288496818E1,-5.368000031E0,2.113039970E1,-4.714080048E1,5.193808127E1
1.289498091E1,-4.977600098E0,2.091079903E1,-4.543280029E1,5.026109192E1
1.290496769E1,-5.258199692E0,2.093519974E1,-4.564019775E1,5.048721524E1
1.291498059E1,-5.001999855E0,2.132559967E1,-4.609159851E1,5.103172207E1
1.292498059E1,-5.245999813E0,2.065460014E1,-4.542060089E1,5.017134647E1
1.293497001E1,-5.197199821E0,2.156959915E1,-4.437139893E1,4.960926865E1
1.294498055E1,-5.599800110E0,2.032519913E1,-4.477399826E1,4.948921500E1
1.295503055E1,-5.331399918E0,2.053260040E1,-4.510339737E1,4.984303320E1
1.296498112E1,-5.087399960E0,2.120359993E1,-4.587199783E1,5.079088967E1
1.297496203E1,-4.404200077E0,2.067899895E1,-4.576219940E1,5.041028536E1
1.298498108E1,-5.245999813E0,2.069120026E1,-4.595739746E1,5.067276057E1
1.299498059E1,-4.904399872E0,2.121579933E1,-4.598180008E1,5.087719743E1
1.300498088E1,-5.428999901E0,2.070339966E1,-4.553039932E1,5.031025800E1
1.301498169E1,-5.245999813E0,2.070339966E1,-4.543280029E1,5.020249609E1
1.302497493E1,-5.184999943E0,2.139879990E1,-4.565240097E1,5.068465819E1
1.303498088E1,-4.965399742E0,2.073999977E1,-4.478619766E1,4.960449865E1
1.304496635E1,-5.538799763E0,2.081320000E1,-4.575000000E1,5.056609632E1
1.305496293E1,-5.538799763E0,2.082539940E1,-4.575000000E1,5.057111886E1
1.306496285E1,-5.282599926E0,2.141099930E1,-4.511560059E1,5.021707050E1
1.307496273E1,-5.124000072E0,2.187459946E1,-4.566460037E1,5.089213304E1
1.308496281E1,-5.258199692E0,2.089859962E1,-4.575000000E1,5.057136176E1
1.309496285E1,-5.526599884E0,2.071559906E1,-4.510339737E1,4.993992196E1
1.310496269E1,-4.989799976E0,2.109379959E1,-4.511560059E1,5.005261133E1
1.311496273E1,-5.270400047E0,2.106939888E1,-4.628680038E1,5.112890157E1
1.312496277E1,-5.672999859E0,2.166720009E1,-4.650639725E1,5.161875117E1
1.313496281E1,-5.282599926E0,2.138660049E1,-4.544499969E1,5.050287655E1
1.314497779E1,-5.563199997E0,2.137439919E1,-4.554259872E1,5.061563428E1
1.315498108E1,-5.636399746E0,2.098399925E1,-4.564019775E1,5.054824307E1
1.316498092E1,-5.453399658E0,2.106939888E1,-4.596960068E1,5.086121630E1
1.317498104E1,-5.343599796E0,2.083759880E1,-4.564019775E1,5.045579485E1
1.318498108E1,-5.319200039E0,2.043499947E1,-4.520100021E1,4.989001416E1
