"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.264969075E0,-4.965399742E0,2.080099869E1,-4.522539902E1,5.002672743E1
3.274982137E0,-4.416399956E0,2.103279877E1,-4.481060028E1,4.969781796E1
3.284965007E0,-4.147999763E0,2.104500008E1,-4.545719910E1,5.026385262E1
3.294982056E0,-5.075200081E0,2.099619865E1,-4.576219940E1,5.060411948E1
3.304968628E0,-5.368000031E0,2.119140053E1,-4.468859863E1,4.974898721E1
3.314982016E0,-4.660399914E0,2.187459946E1,-4.545719910E1,5.066136969E1
3.324982016E0,-4.697000027E0,2.080099869E1,-4.576219940E1,5.048685225E1
3.334984173E0,-4.806799889E0,2.117919922E1,-4.522539902E1,5.016971717E1
3.344982301E0,-5.172800064E0,2.117919922E1,-4.543280029E1,5.039301224E1
3.354997601E0,-5.148399830E0,2.072780037E1,-4.564019775E1,5.039023100E1
3.364982220E0,-5.733999729E0,2.093519974E1,-4.564019775E1,5.053898487E1
3.374955040E0,-5.258199692E0,2.088640022E1,-4.543280029E1,5.027951592E1
3.384950645E0,-5.075200081E0,2.095960045E1,-4.565240097E1,5.048964469E1
3.394981896E0,-5.160599709E0,2.081320000E1,-4.511560059E1,4.995236230E1
3.404987877E0,-5.172800064E0,2.089859962E1,-4.618919754E1,5.096029137E1
3.414982384E0,-5.343599796E0,2.071559906E1,-4.456660080E1,4.943553388E1
3.424982018E0,-4.709199905E0,2.119140053E1,-4.598180008E1,5.084857873E1
3.434971236E0,-5.184999943E0,2.121579933E1,-4.500579834E1,5.002515617E1
3.444981816E0,-4.867799759E0,2.066679955E1,-4.478619766E1,4.956425707E1
3.454982223E0,-5.392399788E0,2.160619926E1,-4.501799774E1,5.022475428E1
3.464982019E0,-5.660799980E0,2.142319870E1,-4.585979843E1,5.093249661E1
3.474969162E0,-5.258199692E0,2.098399925E1,-4.500579834E1,4.993494541E1
3.484966802E0,-5.258199692E0,2.095960045E1,-4.500579834E1,4.992469729E1
3.494981939E0,-5.099599838E0,2.135000038E1,-4.576219940E1,5.075438236E1
3.504981573E0,-5.026400089E0,2.163059998E1,-4.598180008E1,5.106342616E1
3.514981939E0,-5.026400089E0,2.164279938E1,-4.598180008E1,5.106859506E1
3.524976853E0,-4.892199993E0,2.106939888E1,-4.576219940E1,5.061651987E1
3.534971198E0,-4.989799976E0,2.103279877E1,-4.618919754E1,5.099724205E1
3.544963752E0,-4.818999767E0,2.135000038E1,-4.533519745E1,5.034208381E1
3.554941616E0,-5.294799805E0,2.153299904E1,-4.459099960E1,4.980022287E1
3.564963671E0,-4.989799976E0,2.116699982E1,-4.576219940E1,5.066674332E1
3.574953336E0,-4.733600140E0,2.139879990E1,-4.588419724E1,5.084953454E1
3.584952563E0,-5.380199909E0,2.148419952E1,-4.544499969E1,5.055457821E1
3.594963712E0,-4.635999680E0,2.149639893E1,-4.523759842E1,5.029938340E1
3.604963590E0,-5.111799717E0,2.165499878E1,-4.481060028E1,5.003058431E1
3.614964079E0,-4.904399872E0,2.127680016E1,-4.576219940E1,5.070438104E1
3.624978158E0,-5.294799805E0,2.156959915E1,-4.576219940E1,5.086709552E1
3.634982309E0,-5.245999813E0,2.072780037E1,-4.521319962E1,5.001395447E1
3.644981983E0,-5.831599712E0,2.108160019E1,-4.532299805E1,5.032509884E1
3.654976450E0,-5.258199692E0,2.091079903E1,-4.628680038E1,5.106249181E1
3.664982391E0,-5.099599838E0,2.154520035E1,-4.479840088E1,4.997097455E1
3.674981821E0,-4.794600010E0,2.094739914E1,-4.554259872E1,5.035781983E1
3.684964081E0,-5.282599926E0,2.126459885E1,-4.565240097E1,5.063823398E1
3.694993296E0,-4.867799759E0,2.073999977E1,-4.532299805E1,5.008010800E1
3.704980845E0,-5.062999725E0,2.089859962E1,-4.511560059E1,4.997802366E1
3.714982148E0,-5.172800064E0,2.102059937E1,-4.554259872E1,5.042570532E1
3.724982148E0,-5.258199692E0,2.102059937E1,-4.596960068E1,5.082045305E1
3.734958792E0,-5.453399658E0,2.113039970E1,-4.628680038E1,5.117324740E1
3.744981945E0,-5.453399658E0,2.109379959E1,-4.521319962E1,5.018885702E1
3.754976289E0,-5.038599968E0,2.034959984E1,-4.564019775E1,5.022470860E1
3.764981946E0,-4.880000114E0,2.083759880E1,-4.565240097E1,5.041985362E1
3.774981742E0,-5.160599709E0,2.103279877E1,-4.489599991E1,4.984637621E1
3.784949516E0,-5.343599796E0,2.066679955E1,-4.585979843E1,5.058450133E1
3.794982557E0,-5.075200081E0,2.100839996E1,-4.576219940E1,5.060918315E1
3.804975192E0,-5.294799805E0,2.153299904E1,-4.555479813E1,5.066502329E1
3.814981865E0,-5.258199692E0,2.103279877E1,-4.565240097E1,5.053878711E1
3.824982110E0,-5.563199997E0,2.126459885E1,-4.521319962E1,5.027291296E1
3.834962742E0,-4.977600098E0,2.100839996E1,-4.479840088E1,4.972952939E1
3.844981622E0,-5.721799850E0,2.082539940E1,-4.553039932E1,5.039299074E1
3.854973159E0,-5.270400047E0,2.110599899E1,-4.565240097E1,5.057056480E1
3.864982477E0,-4.526199818E0,2.133779907E1,-4.501799774E1,5.002407695E1
3.874981867E0,-5.282599926E0,2.126459885E1,-4.596960068E1,5.092438721E1
3.884953018E0,-5.282599926E0,2.137439919E1,-4.565240097E1,5.068444058E1
3.894981908E0,-5.368000031E0,2.127680016E1,-4.576219940E1,5.075132061E1
3.904965144E0,-5.184999943E0,2.139879990E1,-4.565240097E1,5.068465819E1
3.914981827E0,-5.197199821E0,2.137439919E1,-4.618919754E1,5.115972826E1
3.924982072E0,-5.075200081E0,2.100839996E1,-4.554259872E1,5.041070148E1
3.934969132E0,-4.989799976E0,2.111820030E1,-4.596960068E1,5.083385362E1
3.944981869E0,-5.258199692E0,2.102059937E1,-4.511560059E1,5.004929248E1
3.954967546E0,-5.538799763E0,2.089859962E1,-4.575000000E1,5.060130699E1
3.964972144E0,-5.172800064E0,2.102059937E1,-4.565240097E1,5.052489656E1
3.974959246E0,-5.453399658E0,2.100839996E1,-4.596960068E1,5.083597765E1
3.984972063E0,-5.453399658E0,2.117919922E1,-4.500579834E1,5.003818474E1
3.994982114E0,-5.538799763E0,2.098399925E1,-4.510339737E1,5.005320151E1
4.004967425E0,-5.538799763E0,2.100839996E1,-4.532299805E1,5.026137009E1
4.014981993E0,-5.050799847E0,2.054479980E1,-4.617699814E1,5.079285910E1
4.024973651E0,-5.233799934E0,2.045940018E1,-4.521319962E1,4.990203540E1
4.034953673E0,-4.867799759E0,2.071559906E1,-4.500579834E1,4.978306342E1
4.044963642E0,-4.709199905E0,2.124020004E1,-4.587199783E1,5.076970403E1
4.054956806E0,-4.892199993E0,2.103279877E1,-4.544499969E1,5.031461261E1
4.064963561E0,-5.599800110E0,2.208199883E1,-4.577439880E1,5.112991315E1
4.074982971E0,-5.172800064E0,2.119140053E1,-4.500579834E1,5.001355017E1
4.084953471E0,-5.001999855E0,2.121579933E1,-4.661619949E1,5.146066652E1
4.094963684E0,-5.111799717E0,2.155739975E1,-4.609159851E1,5.113988105E1
4.104966695E0,-4.892199993E0,2.121579933E1,-4.512779999E1,5.010550962E1
4.114963400E0,-5.197199821E0,2.148419952E1,-4.544499969E1,5.053543027E1
4.124977845E0,-4.989799976E0,2.114259911E1,-4.554259872E1,5.045825898E1
4.134952577E0,-4.904399872E0,2.142319870E1,-4.544499969E1,5.048023948E1
4.144981955E0,-5.611999989E0,2.064239883E1,-4.573780060E1,5.049306464E1
4.154958192E0,-5.465600014E0,2.130119896E1,-4.543280029E1,5.047527318E1
4.164981793E0,-5.294799805E0,2.170380020E1,-4.587199783E1,5.102283835E1
4.174981874E0,-5.087399960E0,2.132559967E1,-4.533519745E1,5.035814698E1
4.184965192E0,-5.282599926E0,2.149639893E1,-4.511560059E1,5.025354162E1
4.194981672E0,-5.453399658E0,2.097179985E1,-4.543280029E1,5.033582521E1
4.204958356E0,-5.929199696E0,2.114259911E1,-4.584759903E1,5.083470510E1
4.214981428E0,-5.368000031E0,2.111820030E1,-4.575000000E1,5.067402005E1
4.224982038E0,-5.282599926E0,2.132559967E1,-4.576219940E1,5.076284032E1
4.234984114E0,-5.087399960E0,2.121579933E1,-4.511560059E1,5.011396209E1
4.244982405E0,-5.355799675E0,2.092300034E1,-4.596960068E1,5.079036050E1
4.254964217E0,-5.453399658E0,2.119140053E1,-4.489599991E1,4.994462766E1
4.264982324E0,-5.368000031E0,2.120359993E1,-4.585979843E1,5.080875108E1
4.274968734E0,-5.075200081E0,2.114259911E1,-4.426160049E1,4.931385638E1
4.284965479E0,-5.111799717E0,2.170380020E1,-4.534740067E1,5.053288223E1
4.294982000E0,-5.551000118E0,2.119140053E1,-4.596960068E1,5.092242379E1
4.304960963E0,-5.648600101E0,2.127680016E1,-4.575000000E1,5.077077317E1
4.314982081E0,-5.172800064E0,2.102059937E1,-4.543280029E1,5.032656158E1
4.324968776E0,-5.551000118E0,2.105719948E1,-4.564019775E1,5.056922882E1
4.334953151E0,-5.660799980E0,2.132559967E1,-4.500579834E1,5.012332533E1
4.344968899E0,-5.294799805E0,2.165499878E1,-4.555479813E1,5.071699429E1
4.354958035E0,-5.184999943E0,2.130119896E1,-4.544499969E1,5.045664772E1
4.364981879E0,-4.977600098E0,2.081320000E1,-4.661619949E1,5.129362389E1
4.374968818E0,-5.551000118E0,2.108160019E1,-4.532299805E1,5.029335563E1
4.384973823E0,-5.538799763E0,2.089859962E1,-4.510339737E1,5.001745919E1
4.394981758E0,-5.355799675E0,2.113039970E1,-4.532299805E1,5.029266879E1
4.404956530E0,-5.062999725E0,2.070339966E1,-4.564019775E1,5.037154330E1
4.414981840E0,-5.343599796E0,2.080099869E1,-4.510339737E1,4.995550079E1
4.424968290E0,-5.343599796E0,2.080099869E1,-4.575000000E1,5.054006436E1
4.434952462E0,-5.355799675E0,2.102059937E1,-4.511560059E1,5.005964047E1
4.444981881E0,-4.916599751E0,2.153299904E1,-4.544499969E1,5.052812086E1
4.454968332E0,-5.489999771E0,2.187459946E1,-4.448119736E1,4.987198730E1
4.464981841E0,-5.160599709E0,2.099619865E1,-4.489599991E1,4.983094375E1
4.474988433E0,-5.062999725E0,2.071559906E1,-4.575000000E1,5.047605879E1
4.484952138E0,-5.892600060E0,2.058139992E1,-4.509119797E1,4.991525711E1
4.494981679E0,-5.099599838E0,2.137439919E1,-4.533519745E1,5.038006537E1
4.504968252E0,-5.453399658E0,2.120359993E1,-4.511560059E1,5.014727943E1
4.514981883E0,-5.160599709E0,2.094739914E1,-4.543280029E1,5.029477769E1
4.524967316E0,-5.453399658E0,2.103279877E1,-4.585979843E1,5.074681570E1
4.534963695E0,-5.551000118E0,2.108160019E1,-4.532299805E1,5.029335563E1
4.544963492E0,-5.453399658E0,2.110599899E1,-4.543280029E1,5.039188530E1
4.554963614E0,-5.746200085E0,2.128899956E1,-4.628680038E1,5.127092946E1
4.564963736E0,-5.258199692E0,2.078879929E1,-4.585979843E1,5.062552668E1
4.574953605E0,-5.648600101E0,2.127680016E1,-4.554259872E1,5.058396195E1
4.584953361E0,-5.392399788E0,2.163059998E1,-4.512779999E1,5.033367821E1
4.594963452E0,-5.526599884E0,2.069120026E1,-4.542060089E1,5.021653174E1
4.604963412E0,-5.551000118E0,2.120359993E1,-4.585979843E1,5.082841100E1
4.614963697E0,-5.477799892E0,2.167939949E1,-4.479840088E1,5.006894622E1
4.624978427E0,-5.099599838E0,2.137439919E1,-4.565240097E1,5.066569425E1
4.634981845E0,-5.477799892E0,2.147200012E1,-4.565240097E1,5.074637716E1
4.644981520E0,-5.575399876E0,2.148419952E1,-4.618919754E1,5.124546694E1
4.654981886E0,-4.977600098E0,2.102059937E1,-4.543280029E1,5.030687272E1
4.664981765E0,-5.245999813E0,2.081320000E1,-4.543280029E1,5.024787708E1
4.674981765E0,-5.331399918E0,2.053260040E1,-4.564019775E1,5.032930712E1
4.684981643E0,-5.807199955E0,2.071559906E1,-4.573780060E1,5.054508897E1
4.694984370E0,-5.258199692E0,2.104500008E1,-4.468859863E1,4.967505954E1
4.704991572E0,-5.270400047E0,2.121579933E1,-4.554259872E1,5.051747773E1
4.714969193E0,-5.270400047E0,2.120359993E1,-4.533519745E1,5.032543983E1
4.724981848E0,-5.941400051E0,2.139879990E1,-4.639659882E1,5.143785817E1
4.734968949E0,-5.721799850E0,2.072780037E1,-4.638439941E1,5.112624777E1
4.744981441E0,-5.624199867E0,2.080099869E1,-4.564019775E1,5.047118803E1
4.754981319E0,-5.855999947E0,2.155739975E1,-4.554259872E1,5.072615221E1
4.764968706E0,-5.258199692E0,2.100839996E1,-4.543280029E1,5.033031766E1
4.774981645E0,-4.794600010E0,2.110599899E1,-4.511560059E1,5.003867303E1
4.784968706E0,-5.014199734E0,2.167939949E1,-4.544499969E1,5.060026244E1
4.794969073E0,-5.563199997E0,2.147200012E1,-4.479840088E1,4.998892582E1
4.804981443E0,-5.282599926E0,2.142319870E1,-4.533519745E1,5.041963340E1
4.814981239E0,-5.050799847E0,2.063019943E1,-4.564019775E1,5.034027571E1
4.824981402E0,-5.160599709E0,2.091079903E1,-4.532299805E1,5.018034931E1
4.834968260E0,-5.746200085E0,2.128899956E1,-4.554259872E1,5.060008514E1
4.844968992E0,-5.843800068E0,2.128899956E1,-4.532299805E1,5.041374469E1
4.855000894E0,-5.001999855E0,2.132559967E1,-4.565240097E1,5.063539195E1
4.865002155E0,-5.489999771E0,2.165499878E1,-4.607939911E1,5.120927740E1
4.874981485E0,-5.355799675E0,2.102059937E1,-4.532299805E1,5.024663511E1
4.884954915E0,-5.368000031E0,2.111820030E1,-4.585979843E1,5.077317127E1
4.894969156E0,-5.245999813E0,2.083759880E1,-4.435919952E1,4.928959951E1
4.905000244E0,-5.746200085E0,2.142319870E1,-4.543280029E1,5.055800234E1
4.914968547E0,-5.551000118E0,2.122799873E1,-4.500579834E1,5.006958575E1
4.924981364E0,-5.172800064E0,2.102059937E1,-4.607939911E1,5.091104478E1
4.934981934E0,-5.843800068E0,2.138660049E1,-4.500579834E1,5.017029564E1
4.944968466E0,-4.965399742E0,2.072780037E1,-4.575000000E1,5.047137211E1
4.954969361E0,-5.551000118E0,2.116699982E1,-4.478619766E1,4.984635377E1
4.964981365E0,-6.002399921E0,2.087419891E1,-4.520100021E1,5.014869296E1
4.974981488E0,-5.465600014E0,2.139879990E1,-4.576219940E1,5.081299356E1
4.984981813E0,-5.453399658E0,2.108160019E1,-4.585979843E1,5.076706163E1
4.994981976E0,-5.404599667E0,2.187459946E1,-4.566460037E1,5.092115009E1
5.004981692E0,-5.355799675E0,2.105719948E1,-4.565240097E1,5.055919258E1
5.014982221E0,-5.087399960E0,2.132559967E1,-4.565240097E1,5.064389947E1
5.024967410E0,-5.563199997E0,2.132559967E1,-4.521319962E1,5.029874566E1
5.034963626E0,-5.355799675E0,2.113039970E1,-4.554259872E1,5.049065934E1
5.044963626E0,-5.514400005E0,2.050819969E1,-4.595739746E1,5.062684311E1
5.054955570E0,-5.831599712E0,2.110599899E1,-4.499359894E1,5.003893178E1
5.064963668E0,-5.075200081E0,2.093519974E1,-4.543280029E1,5.028100622E1
5.074963586E0,-5.184999943E0,2.141099930E1,-4.490819931E1,5.002061056E1
5.084963627E0,-5.368000031E0,2.111820030E1,-4.575000000E1,5.067402005E1
5.094963465E0,-5.172800064E0,2.111820030E1,-4.576219940E1,5.066473269E1
5.104963384E0,-5.770599842E0,2.169159889E1,-4.533519745E1,5.058760137E1
5.114953171E0,-5.770599842E0,2.166720009E1,-4.533519745E1,5.057714415E1
5.124977789E0,-5.551000118E0,2.106939888E1,-4.510339737E1,5.009041451E1
5.134976405E0,-5.465600014E0,2.141099930E1,-4.533519745E1,5.043395485E1
5.144982306E0,-5.733999729E0,2.110599899E1,-4.585979843E1,5.080810032E1
5.154969366E0,-5.453399658E0,2.113039970E1,-4.575000000E1,5.068822210E1
5.164981859E0,-5.514400005E0,2.063019943E1,-4.510339737E1,4.990320822E1
5.174977302E0,-5.636399746E0,2.098399925E1,-4.606719971E1,5.093411544E1
5.184952237E0,-4.977600098E0,2.100839996E1,-4.500579834E1,4.991644274E1
5.194982022E0,-4.989799976E0,2.124020004E1,-4.554259872E1,5.049923267E1
5.204968432E0,-5.368000031E0,2.130119896E1,-4.522539902E1,5.027815846E1
5.214981982E0,-5.245999813E0,2.060579872E1,-4.617699814E1,5.083733482E1
5.224981738E0,-5.672999859E0,2.176479912E1,-4.448119736E1,4.984442122E1
5.234953947E0,-5.453399658E0,2.110599899E1,-4.575000000E1,5.067805503E1
5.244981983E0,-5.282599926E0,2.149639893E1,-4.544499969E1,5.054947108E1
5.254969410E0,-4.892199993E0,2.109379959E1,-4.511560059E1,5.004297571E1
5.264982024E0,-5.514400005E0,2.060579872E1,-4.477399826E1,4.959554888E1
5.274996388E0,-5.575399876E0,2.155739975E1,-4.596960068E1,5.107847643E1
5.284950245E0,-6.063399792E0,2.033740044E1,-4.507899857E1,4.982460020E1
5.294981699E0,-5.453399658E0,2.108160019E1,-4.532299805E1,5.028267680E1
5.304969696E0,-5.233799934E0,2.045940018E1,-4.553039932E1,5.018961028E1
5.314981862E0,-5.892600060E0,2.061800003E1,-4.594519806E1,5.070291792E1
5.324981700E0,-5.465600014E0,2.141099930E1,-4.533519745E1,5.043395485E1
5.334951264E0,-5.465600014E0,2.120359993E1,-4.565240097E1,5.063207627E1
5.344981944E0,-5.355799675E0,2.099619865E1,-4.500579834E1,4.995044376E1
5.354980521E0,-5.648600101E0,2.127680016E1,-4.424939728E1,4.942284965E1
5.364981701E0,-5.660799980E0,2.139879990E1,-4.500579834E1,5.015451303E1
5.374981742E0,-5.733999729E0,2.100839996E1,-4.564019775E1,5.056935112E1
5.384950004E0,-5.258199692E0,2.083759880E1,-4.575000000E1,5.054618371E1
5.394982149E0,-5.465600014E0,2.119140053E1,-4.554259872E1,5.052797778E1
5.404968803E0,-5.282599926E0,2.141099930E1,-4.544499969E1,5.051321362E1
5.414981865E0,-5.721799850E0,2.092300034E1,-4.584759903E1,5.071994946E1
5.424981295E0,-5.148399830E0,2.069120026E1,-4.510339737E1,4.988936002E1
5.434981540E0,-5.648600101E0,2.115480042E1,-4.585979843E1,5.081882895E1
5.444981825E0,-5.660799980E0,2.150860023E1,-4.585979843E1,5.096847705E1
5.454968560E0,-6.026799679E0,2.128899956E1,-4.532299805E1,5.043528495E1
5.464982273E0,-5.477799892E0,2.158180046E1,-4.511560059E1,5.031101091E1
5.474981337E0,-5.477799892E0,2.149639893E1,-4.543280029E1,5.055928007E1
5.484952000E0,-5.758399963E0,2.139879990E1,-4.575000000E1,5.083434181E1
5.494981663E0,-5.380199909E0,2.160619926E1,-4.448119736E1,4.974285191E1
5.504969090E0,-5.502200127E0,2.197220039E1,-4.609159851E1,5.135647232E1
5.514967137E0,-6.099999905E0,2.102059937E1,-4.584759903E1,5.080431018E1
5.524981176E0,-5.538799763E0,2.082539940E1,-4.575000000E1,5.057111886E1
5.534967423E0,-5.294799805E0,2.149639893E1,-4.587199783E1,5.093496105E1
5.544963557E0,-5.270400047E0,2.113039970E1,-4.596960068E1,5.086723007E1
5.554963395E0,-5.172800064E0,2.113039970E1,-4.607939911E1,5.095647824E1
5.564953589E0,-5.514400005E0,2.054479980E1,-4.573780060E1,5.044248021E1
5.574963314E0,-5.062999725E0,2.084980011E1,-4.554259872E1,5.034358380E1
5.584963640E0,-5.233799934E0,2.054479980E1,-4.564019775E1,5.032404109E1
5.594963437E0,-5.172800064E0,2.110599899E1,-4.565240097E1,5.056048624E1
5.604963356E0,-5.148399830E0,2.071559906E1,-4.521319962E1,4.999875483E1
5.614953346E0,-5.721799850E0,2.092300034E1,-4.575000000E1,5.063174337E1
5.624963397E0,-4.892199993E0,2.103279877E1,-4.618919754E1,5.098778495E1
5.634947813E0,-5.819399834E0,2.098399925E1,-4.575000000E1,5.066809784E1
5.644981830E0,-5.672999859E0,2.158180046E1,-4.576219940E1,5.091302321E1
5.654968647E0,-5.172800064E0,2.110599899E1,-4.533519745E1,5.027425963E1
5.664981749E0,-5.611999989E0,2.066679955E1,-4.531079865E1,5.011666012E1
5.674972431E0,-5.380199909E0,2.155739975E1,-4.522539902E1,5.038853790E1
5.684981912E0,-5.465600014E0,2.122799873E1,-4.543280029E1,5.044442542E1
5.694981750E0,-4.770199776E0,2.228940010E1,-4.513999939E1,5.056868307E1
5.704968892E0,-5.087399960E0,2.132559967E1,-4.554259872E1,5.054494177E1
5.714982483E0,-5.380199909E0,2.152079964E1,-4.522539902E1,5.037289037E1
5.724968770E0,-5.087399960E0,2.127680016E1,-4.544499969E1,5.043641403E1
5.734976095E0,-5.282599926E0,2.137439919E1,-4.533519745E1,5.039891795E1
5.744981588E0,-5.099599838E0,2.160619926E1,-4.501799774E1,5.019416187E1
5.754968975E0,-5.184999943E0,2.138660049E1,-4.555479813E1,5.059160540E1
5.764981670E0,-4.916599751E0,2.158180046E1,-4.501799774E1,5.016539828E1
5.774958436E0,-5.160599709E0,2.071559906E1,-4.617699814E1,5.087320504E1
5.784968446E0,-5.111799717E0,2.160619926E1,-4.555479813E1,5.067739117E1
5.794981589E0,-5.184999943E0,2.138660049E1,-4.565240097E1,5.067950887E1
5.804981915E0,-5.184999943E0,2.128899956E1,-4.522539902E1,5.025378038E1
5.814981753E0,-5.355799675E0,2.089859962E1,-4.628680038E1,5.106764089E1
5.824969098E0,-5.075200081E0,2.094739914E1,-4.575000000E1,5.057285523E1
5.834981753E0,-5.355799675E0,2.111820030E1,-4.543280029E1,5.038652912E1
5.844982405E0,-5.197199821E0,2.149639893E1,-4.576219940E1,5.082602627E1
5.854988101E0,-5.294799805E0,2.156959915E1,-4.490819931E1,5.010018840E1
5.864981754E0,-5.148399830E0,2.073999977E1,-4.553039932E1,5.029583356E1
5.874981347E0,-5.551000118E0,2.120359993E1,-4.564019775E1,5.063036543E1
5.884981999E0,-5.099599838E0,2.148419952E1,-4.544499969E1,5.052548609E1
5.894981673E0,-5.099599838E0,2.141099930E1,-4.598180008E1,5.097806144E1
5.904985661E0,-5.197199821E0,2.149639893E1,-4.576219940E1,5.082602627E1
5.914981877E0,-5.197199821E0,2.149639893E1,-4.576219940E1,5.082602627E1
5.924981430E0,-5.331399918E0,2.053260040E1,-4.564019775E1,5.032930712E1
5.934981756E0,-5.526599884E0,2.071559906E1,-4.510339737E1,4.993992196E1
5.944981553E0,-5.172800064E0,2.116699982E1,-4.533519745E1,5.029989930E1
5.954985011E0,-4.989799976E0,2.111820030E1,-4.511560059E1,5.006289948E1
5.964981675E0,-4.977600098E0,2.092300034E1,-4.511560059E1,4.997965448E1
5.974969265E0,-4.904399872E0,2.142319870E1,-4.544499969E1,5.048023948E1
5.984968736E0,-5.453399658E0,2.120359993E1,-4.532299805E1,5.033394848E1
5.994968655E0,-5.258199692E0,2.092300034E1,-4.575000000E1,5.058145023E1
6.004968940E0,-5.551000118E0,2.119140053E1,-4.564019775E1,5.062525763E1
6.014982043E0,-5.197199821E0,2.150860023E1,-4.629899979E1,5.131498954E1
6.024981961E0,-5.697400093E0,2.042280006E1,-4.627460098E1,5.090078414E1
6.034967313E0,-5.709599972E0,2.071559906E1,-4.499359894E1,4.986140313E1
6.044963529E0,-5.270400047E0,2.110599899E1,-4.522539902E1,5.018542643E1
6.054963448E0,-5.465600014E0,2.130119896E1,-4.607939911E1,5.105805404E1
6.064963448E0,-5.270400047E0,2.110599899E1,-4.489599991E1,4.988878750E1
6.074963449E0,-5.075200081E0,2.092300034E1,-4.607939911E1,5.086099312E1
6.084963490E0,-5.672999859E0,2.158180046E1,-4.543280029E1,5.061715501E1
6.094963531E0,-5.453399658E0,2.111820030E1,-4.585979843E1,5.078227116E1
6.104963409E0,-5.368000031E0,2.128899956E1,-4.533519745E1,5.037178828E1
6.114963490E0,-5.331399918E0,2.064239883E1,-4.499359894E1,4.978911929E1
6.124963572E0,-5.197199821E0,2.149639893E1,-4.533519745E1,5.044190897E1
6.134978058E0,-5.368000031E0,2.121579933E1,-4.628680038E1,5.119954546E1
6.144968984E0,-5.062999725E0,2.072780037E1,-4.554259872E1,5.029318018E1
6.154981598E0,-5.343599796E0,2.081320000E1,-4.553039932E1,5.034640618E1
6.164969107E0,-5.001999855E0,2.150860023E1,-4.470079803E1,4.985781014E1
6.174981843E0,-5.184999943E0,2.144759941E1,-4.511560059E1,5.022251648E1
6.184968700E0,-5.868199825E0,2.185019875E1,-4.554259872E1,5.085268187E1
6.194968904E0,-5.245999813E0,2.078879929E1,-4.543280029E1,5.023777495E1
6.204981315E0,-5.672999859E0,2.160619926E1,-4.618919754E1,5.130743361E1
6.214981966E0,-5.465600014E0,2.130119896E1,-4.522539902E1,5.028867245E1
6.224982088E0,-5.831599712E0,2.114259911E1,-4.606719971E1,5.102160269E1
6.234969271E0,-6.026799679E0,2.128899956E1,-4.606719971E1,5.110509471E1
6.244998121E0,-5.904799938E0,2.071559906E1,-4.531079865E1,5.017042137E1
6.254968458E0,-5.538799763E0,2.102059937E1,-4.532299805E1,5.026647046E1
6.264981235E0,-5.355799675E0,2.099619865E1,-4.543280029E1,5.033551719E1
6.274981642E0,-5.368000031E0,2.126459885E1,-4.479840088E1,4.987880622E1
6.284981887E0,-4.904399872E0,2.121579933E1,-4.598180008E1,5.087719743E1
6.294981439E0,-5.306999683E0,2.167939949E1,-4.618919754E1,5.129914792E1
6.304981358E0,-5.368000031E0,2.121579933E1,-4.522539902E1,5.024203700E1
6.314981480E0,-5.172800064E0,2.120359993E1,-4.479840088E1,4.983219072E1
6.324981440E0,-4.818999767E0,2.139879990E1,-4.533519745E1,5.036279900E1
6.334968582E0,-5.355799675E0,2.100839996E1,-4.543280029E1,5.034060788E1
6.345005366E0,-5.075200081E0,2.109379959E1,-4.500579834E1,4.996226497E1
6.354981359E0,-5.172800064E0,2.098399925E1,-4.554259872E1,5.041045907E1
6.364968339E0,-4.684800148E0,2.077659988E1,-4.576219940E1,5.047567086E1
6.374972489E0,-5.453399658E0,2.113039970E1,-4.585979843E1,5.078734559E1
6.384981482E0,-4.953199863E0,2.056920052E1,-4.521319962E1,4.991852981E1
6.394981035E0,-5.270400047E0,2.111820030E1,-4.596960068E1,5.086216361E1
6.404981645E0,-5.514400005E0,2.052039909E1,-4.562799835E1,5.033298739E1
6.414968584E0,-5.648600101E0,2.121579933E1,-4.575000000E1,5.074523943E1
6.424981198E0,-5.282599926E0,2.132559967E1,-4.522539902E1,5.027945683E1
6.434968666E0,-5.270400047E0,2.122799873E1,-4.618919754E1,5.110623266E1
6.444996702E0,-5.270400047E0,2.128899956E1,-4.490819931E1,4.997744475E1
6.454981036E0,-5.087399960E0,2.131340027E1,-4.554259872E1,5.053979588E1
6.464970213E0,-5.184999943E0,2.120359993E1,-4.554259872E1,5.050351644E1
6.474979816E0,-5.368000031E0,2.131340027E1,-4.437139893E1,4.951663860E1
6.484982217E0,-4.770199776E0,2.065460014E1,-4.554259872E1,5.023440665E1
6.494952066E0,-4.806799889E0,2.132559967E1,-4.587199783E1,5.081463088E1
6.504981363E0,-5.258199692E0,2.091079903E1,-4.564019775E1,5.047710205E1
6.514968505E0,-4.916599751E0,2.160619926E1,-4.544499969E1,5.055935914E1
6.524981770E0,-4.818999767E0,2.148419952E1,-4.598180008E1,5.098156065E1
6.534967122E0,-5.197199821E0,2.161839867E1,-4.533519745E1,5.049402118E1
6.544963379E0,-4.635999680E0,2.153299904E1,-4.577439880E1,5.079820987E1
6.554963176E0,-5.355799675E0,2.102059937E1,-4.575000000E1,5.063213098E1
6.564963298E0,-5.368000031E0,2.119140053E1,-4.565240097E1,5.061652492E1
