"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.148142780E0,-9.617544711E-4,4.545971751E-3,-6.142616272E-3,7.702114352E-3
5.165138488E0,3.833346069E-3,9.325191379E-3,-1.356124878E-3,1.017314165E-2
5.182123626E0,3.842849284E-3,4.490494728E-3,-1.356124878E-3,6.063918552E-3
5.199130859E0,3.851283342E-3,4.441305995E-3,-1.354217529E-3,6.032535738E-3
5.216127340E0,3.909479827E-3,4.493489861E-3,-1.356124878E-3,6.108564343E-3
5.233122651E0,3.866612911E-3,4.494652152E-3,-1.356124878E-3,6.082077610E-3
5.250118796E0,3.925658762E-3,-2.303570509E-4,-1.357078552E-3,4.159990780E-3
5.267114575E0,-8.943565190E-4,-3.224015236E-4,-1.355171204E-3,1.655386757E-3
5.284111381E0,-8.269958198E-4,-2.619177103E-4,-6.141662598E-3,6.202623835E-3
5.301107190E0,8.843470365E-3,9.251460433E-3,3.431320190E-3,1.325029986E-2
5.318103284E0,4.012756050E-3,4.415795207E-3,-6.138801575E-3,8.560744313E-3
5.335094466E0,4.021700472E-3,-3.592222929E-4,-6.139755249E-3,7.348449487E-3
5.352104944E0,4.033394158E-3,4.533171654E-3,-1.356124878E-3,6.217474436E-3
5.369098098E0,4.045005888E-3,4.588827491E-3,-6.142616272E-3,8.668976009E-3
5.386083013E0,4.054509103E-3,4.491627216E-3,-6.139755249E-3,8.620345332E-3
5.403078568E0,-6.613619626E-4,9.273514152E-3,-6.139755249E-3,1.114145677E-2
5.420063472E0,-6.425864995E-4,4.492551088E-3,-1.354217529E-3,4.736014971E-3
5.437050381E0,4.154432565E-3,9.172767401E-3,-1.092433929E-2,1.485732684E-2
5.454061154E0,4.063993692E-3,4.341438413E-3,-1.351356506E-3,6.098384756E-3
5.471054765E0,4.075467587E-3,4.245087504E-3,-1.349449158E-3,6.037484327E-3
5.488050208E0,3.985248506E-3,4.199624062E-3,-1.349449158E-3,5.944750705E-3
5.505047666E0,3.895208240E-3,-5.211681128E-4,-1.351356506E-3,4.155770427E-3
5.522057850E0,-7.692165673E-4,4.371300340E-3,-6.138801575E-3,7.575278580E-3
5.539051736E0,4.026807845E-3,9.051620960E-3,-1.349449158E-3,9.998401695E-3
5.556049549E0,3.987532109E-3,9.098798037E-3,-1.092338562E-2,1.476512416E-2
5.573040964E0,4.100911319E-3,-4.588514566E-4,-6.136894226E-3,7.395234212E-3
5.590043416E0,4.010409117E-3,4.331916571E-3,-1.351356506E-3,6.055992641E-3
5.607020671E0,3.921594471E-3,9.165093303E-3,-1.353263855E-3,1.006027641E-2
5.624022939E0,3.830496222E-3,-4.435777664E-4,-1.353263855E-3,4.086659467E-3
5.641032431E0,3.893345594E-3,-3.789514303E-4,-1.353263855E-3,4.139210935E-3
5.658025218E0,3.955762833E-3,-3.143548965E-4,3.431320190E-3,5.246030580E-3
5.675008028E0,-8.605048060E-4,-3.516227007E-4,-1.354217529E-3,1.642562681E-3
5.692019869E0,3.833949566E-3,-3.382563591E-4,3.431320190E-3,5.156311171E-3
5.709010562E0,3.845427185E-3,4.401326180E-3,-1.354217529E-3,5.999407262E-3
5.726008741E0,3.806348890E-3,4.355132580E-3,-6.138801575E-3,8.434474283E-3
5.743005100E0,8.593957871E-3,4.410490394E-3,-6.139755249E-3,1.144574733E-2
5.759998905E0,8.596863598E-3,4.415243864E-3,-1.354217529E-3,9.758808698E-3
5.776992244E0,3.720313311E-3,-3.061890602E-4,-1.356124878E-3,3.971593830E-3
5.793994003E0,3.681585193E-3,4.331424832E-3,-6.138801575E-3,8.366611942E-3
5.810989385E0,3.693662584E-3,4.234716296E-3,-1.351356506E-3,5.779457570E-3
5.827984177E0,-1.122105867E-3,4.239723086E-3,-1.351356506E-3,4.589176161E-3
5.844982225E0,3.623515368E-3,4.244610667E-3,-1.351356506E-3,5.742190152E-3
5.861974280E0,3.532756120E-3,4.148021340E-3,3.436088562E-3,6.441517791E-3
5.878976721E0,-1.131270081E-3,-5.727708340E-4,-1.350402832E-3,1.852410924E-3
5.895957965E0,3.716915846E-3,8.994922042E-3,3.435134888E-3,1.032105797E-2
5.912949297E0,3.727484494E-3,4.163101315E-3,-6.134986877E-3,8.298410523E-3
5.929948769E0,3.840830177E-3,-6.591081619E-4,3.437042236E-3,5.196119644E-3
5.946945027E0,3.750663251E-3,4.080891609E-3,-1.347541809E-3,5.704123077E-3
5.963935760E0,-9.138360620E-4,4.086121917E-3,3.437995911E-3,5.417684427E-3
5.980936990E0,3.934092820E-3,4.040643573E-3,-1.345634460E-3,5.797811561E-3
5.997933400E0,3.893427551E-3,-7.815510035E-4,3.439903259E-3,5.253811426E-3
6.014915528E0,3.905516118E-3,-8.680969477E-4,-1.343727112E-3,4.220456256E-3
6.031936921E0,8.541818708E-3,3.821969032E-3,3.443717957E-3,9.971424547E-3
6.048934205E0,8.493717760E-3,3.776833415E-3,-1.340866089E-3,9.391785448E-3
6.065942985E0,3.770664334E-3,3.731876612E-3,-1.339912415E-3,5.471761859E-3
6.082926129E0,3.883734345E-3,3.737404943E-3,-6.125450134E-3,8.159211207E-3
6.099922873E0,-8.306838572E-4,-1.033306122E-3,-1.338958740E-3,1.884295019E-3
6.116907851E0,3.915380687E-3,3.656610847E-3,-1.338005066E-3,5.521889745E-3
6.133915144E0,-9.008981287E-4,8.388578892E-3,3.448486328E-3,9.114380463E-3
6.150910770E0,4.048496485E-3,3.609135747E-3,3.449440002E-3,6.427660613E-3
6.167907067E0,8.785128593E-3,-1.110345125E-3,3.447532654E-3,9.502464528E-3
6.184887629E0,3.958705813E-3,-1.146405935E-3,-1.338005066E-3,4.333111565E-3
6.201888982E0,8.693244308E-3,3.644838929E-3,3.447532654E-3,1.003707272E-2
6.218892247E0,8.543938398E-3,3.701642156E-3,-6.125450134E-3,1.114550032E-2
6.235881882E0,-1.057449728E-3,-1.069128513E-3,-1.339912415E-3,2.014100540E-3
6.252857408E0,8.515443653E-3,3.722161055E-3,3.444671631E-3,9.911257547E-3
6.269887010E0,-5.863331258E-3,8.605822921E-3,-1.342773438E-3,1.049961343E-2
6.286879147E0,3.667641431E-3,3.774464130E-3,-6.126403809E-3,8.076570854E-3
6.303859850E0,3.678284585E-3,-1.047268510E-3,-1.340866089E-3,4.052711523E-3
6.320859850E0,3.790389746E-3,-1.134246588E-3,-1.338005066E-3,4.176580815E-3
6.337854480E0,-9.746178985E-4,3.657475114E-3,3.446578979E-3,5.119170921E-3
6.354852284E0,3.771513700E-3,3.714084625E-3,-1.339912415E-3,5.460229434E-3
6.371835051E0,3.732036799E-3,3.719955683E-3,3.444671631E-3,6.295389710E-3
6.388833210E0,8.518595248E-3,3.674954176E-3,8.232116699E-3,1.240320517E-2
6.405823832E0,3.642737865E-3,-1.044780016E-3,-1.340866089E-3,4.019829139E-3
6.422825673E0,3.552682698E-3,-1.131504774E-3,-1.338958740E-3,3.961649645E-3
6.439822622E0,3.513585776E-3,-1.218006015E-3,-1.338005066E-3,3.952098331E-3
6.456816926E0,-1.250937581E-3,3.675356507E-3,3.445625305E-3,5.190898191E-3
6.473813732E0,3.492455930E-3,3.731191158E-3,-1.340866089E-3,5.283650040E-3
6.490809816E0,3.453377634E-3,3.635317087E-3,3.446578979E-3,6.084427177E-3
6.507806357E0,3.465257585E-3,3.641113639E-3,-1.339912415E-3,5.202026907E-3
6.524801415E0,3.476053476E-3,-5.956828594E-3,-6.124496460E-3,9.223676683E-3
6.541798801E0,8.212164044E-3,3.619983792E-3,-1.338958740E-3,9.073958974E-3
6.558794681E0,3.490287811E-3,3.524348140E-3,-1.337051392E-3,5.137202082E-3
6.575789819E0,-1.375600696E-3,3.479361534E-3,-1.336097717E-3,3.972831619E-3
6.592795374E0,3.320343792E-3,3.485277295E-3,-6.122589111E-3,7.788320624E-3
6.609784286E0,3.229677677E-3,-1.386731863E-3,-1.336097717E-3,3.760186201E-3
6.626785640E0,-1.636896282E-3,3.353938460E-3,-1.335144043E-3,3.963703098E-3
6.643786220E0,3.110449761E-3,3.410801291E-3,-6.121635437E-3,7.666999647E-3
6.660761053E0,-1.703958958E-3,-1.359432936E-3,-6.122589111E-3,6.499048505E-3
6.677789313E0,3.093227744E-3,3.482982516E-3,-1.338005066E-3,4.846594953E-3
6.694785530E0,-1.723188907E-3,3.488466144E-3,-1.338005066E-3,4.114490685E-3
6.711784064E0,3.124911338E-3,3.443256021E-3,-6.122589111E-3,7.688119427E-3
6.728777025E0,3.136239946E-3,3.449067473E-3,-1.337051392E-3,4.849718946E-3
6.745773496E0,3.199025989E-3,-1.270502806E-3,-6.123542786E-3,7.024650945E-3
6.762779560E0,-1.615535468E-3,3.470167518E-3,-1.338005066E-3,4.054907521E-3
6.779752827E0,3.282640129E-3,-1.299872994E-3,3.448486328E-3,4.935327140E-3
6.796761555E0,3.293704242E-3,-1.385867596E-3,3.450393677E-3,4.967326559E-3
6.813759888E0,3.356516361E-3,3.406018019E-3,3.450393677E-3,5.896810778E-3
6.830736908E0,3.368519247E-3,3.412172198E-3,-1.335144043E-3,4.977193048E-3
6.847752472E0,3.329526633E-3,-1.306906343E-3,-6.122589111E-3,7.090828528E-3
6.864743145E0,-1.588020474E-3,8.260339499E-3,3.447532654E-3,9.090681991E-3
6.881731528E0,-1.566026360E-3,-6.071344018E-3,-1.338005066E-3,6.411233446E-3
6.898721010E0,7.850412279E-3,8.335337043E-3,-6.125450134E-3,1.298568273E-2
6.915719566E0,-1.702696085E-3,3.406584263E-3,8.234977722E-3,9.072973514E-3
6.932717085E0,-1.735385507E-3,3.567874432E-3,-1.091194153E-2,1.161084660E-2
6.949712710E0,3.057669848E-3,3.525882959E-3,3.446578979E-3,5.801732690E-3
6.966709090E0,3.014333546E-3,3.483593464E-3,-6.123542786E-3,7.662858892E-3
6.983705479E0,-1.754079014E-3,-6.109908223E-3,3.447532654E-3,7.231407407E-3
7.000717676E0,2.938374877E-3,8.195102215E-3,-6.122589111E-3,1.064330046E-2
7.017710566E0,-1.727547497E-3,-1.509562135E-3,-1.334190369E-3,2.653914492E-3
7.034703130E0,8.491765708E-3,3.233999014E-3,-2.526187897E-2,2.684644042E-2
7.051703233E0,3.063306212E-3,8.070886135E-3,2.259349823E-2,2.418655019E-2
7.068688635E0,3.071803600E-3,-1.103265584E-2,-1.335144043E-3,1.152987779E-2
7.085692410E0,7.700689137E-3,3.180205822E-3,-6.118774414E-3,1.033700743E-2
7.102698819E0,2.973333001E-3,7.920831442E-3,-1.331329346E-3,8.564620114E-3
7.119674232E0,-1.744113863E-3,-1.529335976E-3,3.452301025E-3,4.159228782E-3
7.136682666E0,2.998959273E-3,-1.612097025E-3,-6.117820740E-3,7.001453002E-3
7.153678790E0,7.579039782E-3,7.907822728E-3,-1.331329346E-3,1.103394499E-2
7.170653786E0,2.802591771E-3,-1.643270254E-3,8.239746094E-3,8.857102994E-3
7.187669717E0,2.861566842E-3,8.028477430E-3,-1.090621948E-2,1.384162700E-2
7.204658020E0,-1.905560493E-3,3.151252866E-3,1.302433014E-2,1.353494481E-2
7.221663340E0,-1.938715577E-3,-1.666381955E-3,-6.116867065E-3,6.629593472E-3
7.238659495E0,2.854786813E-3,-1.595988870E-3,3.452301025E-3,4.755562069E-3
7.255657492E0,1.231120154E-2,-1.678735018E-3,-6.116867065E-3,1.384918400E-2
7.272650819E0,2.647146583E-3,3.218248487E-3,-1.334190369E-3,4.375451096E-3
7.289649741E0,2.755660564E-3,3.176420927E-3,-6.118774414E-3,7.424467346E-3
7.306636182E0,2.764604986E-3,7.961362600E-3,-6.118774414E-3,1.041468845E-2
7.323644015E0,2.823077142E-3,-1.641929150E-3,-6.117820740E-3,6.934942429E-3
7.340635765E0,7.605377585E-3,-1.571953297E-3,-1.334190369E-3,7.879902875E-3
7.357619001E0,2.828549594E-3,3.273651004E-3,-6.120681763E-3,7.495347153E-3
7.374627761E0,-1.938212663E-3,3.282591701E-3,-6.120681763E-3,7.210743501E-3
7.391608545E0,-1.818004996E-3,3.342568874E-3,-1.336097717E-3,4.032749181E-3
7.408605665E0,7.648784667E-3,3.402292728E-3,-1.338005066E-3,8.477603450E-3
7.425602891E0,7.646426558E-3,-1.364633441E-3,-1.338005066E-3,7.881644568E-3
7.442598984E0,2.920314670E-3,-1.447215676E-3,-1.336097717E-3,3.522474712E-3
7.459592820E0,-1.795951277E-3,3.601729870E-3,3.444671631E-3,5.297514671E-3
7.476593411E0,3.049060702E-3,3.660887480E-3,-6.127357483E-3,7.761660778E-3
7.493590308E0,-1.718029380E-3,8.343338966E-3,-1.339912415E-3,8.623125613E-3
7.510595313E0,2.974189818E-3,-1.209139824E-3,-6.126403809E-3,6.916693416E-3
7.527593951E0,2.931807190E-3,3.584787250E-3,-6.126403809E-3,7.679779727E-3
7.544575213E0,2.991121262E-3,3.593221307E-3,-6.126403809E-3,7.706547177E-3
7.561585091E0,2.896569669E-3,3.601819277E-3,3.444671631E-3,5.764458396E-3
7.578577482E0,7.679581642E-3,3.558814526E-3,-1.091289520E-2,1.381059075E-2
7.595566660E0,2.801898867E-3,-1.207903028E-3,-1.341819763E-3,3.333188753E-3
7.612573719E0,2.810705453E-3,-1.239687204E-3,3.444671631E-3,4.615479623E-3
7.629567494E0,2.768643200E-3,8.329853415E-3,-1.340866089E-3,8.879739014E-3
7.646564627E0,-6.721418351E-3,3.603801131E-3,-1.342773438E-3,7.743893578E-3
7.663561575E0,2.857409418E-3,3.561273217E-3,-1.340866089E-3,4.758715938E-3
7.680557119E0,7.641319185E-3,3.620386124E-3,-6.128311157E-3,1.044285173E-2
7.697552950E0,2.813510597E-3,-5.871191621E-3,-1.343727112E-3,6.647731604E-3
7.714525525E0,2.720557153E-3,3.759264946E-3,3.439903259E-3,5.776368980E-3
7.731546735E0,-2.048067749E-3,-1.059189439E-3,-1.345634460E-3,2.669680856E-3
7.748539349E0,2.695441246E-3,3.633141518E-3,3.441810608E-3,5.684292485E-3
7.765524478E0,-2.121713012E-3,-1.133739948E-3,-1.343727112E-3,2.755473631E-3
7.782534021E0,2.670727670E-3,-1.064851880E-3,-1.345634460E-3,3.174496482E-3
7.799529107E0,2.780228853E-3,-9.958148003E-4,-1.345634460E-3,3.245312264E-3
7.816516423E0,2.636514604E-3,3.848999739E-3,8.222579956E-3,9.453931953E-3
7.833518814E0,2.543844283E-3,-9.691864252E-4,-1.347541809E-3,3.037488270E-3
7.850521062E0,2.550959587E-3,-9.512603283E-4,-1.348495483E-3,3.038211825E-3
7.867513373E0,2.560198307E-3,3.791168332E-3,-6.132125854E-3,7.650525485E-3
7.884492937E0,2.627205104E-3,3.845289350E-3,-6.134033203E-3,7.701611531E-3
7.901492601E0,-2.130713314E-3,-8.774101734E-4,3.436088562E-3,4.137208291E-3
7.918488766E0,-2.152722329E-3,3.960654140E-3,-1.350402832E-3,4.705803061E-3
7.935481595E0,-2.123888582E-3,3.911331296E-3,-1.348495483E-3,4.650575801E-3
7.952480487E0,2.678036690E-3,3.963142633E-3,-1.349449158E-3,4.969848395E-3
7.969476784E0,2.696346492E-3,-5.585774779E-3,-1.350402832E-3,6.347814750E-3
7.986495634E0,2.662688494E-3,-7.882565260E-4,3.434181213E-3,4.416430569E-3
8.003479176E0,-2.094168216E-3,-8.273720741E-4,-6.134986877E-3,6.535147210E-3
8.020481089E0,-2.065379173E-3,4.010632634E-3,3.434181213E-3,5.669617788E-3
8.037474223E0,7.563333958E-3,3.960803151E-3,-1.349449158E-3,8.643667925E-3
8.054470662E0,2.895124257E-3,-8.132010698E-4,3.436088562E-3,4.566152105E-3
8.071460511E0,-1.759607345E-3,-9.535998106E-4,-6.131172180E-3,6.449561451E-3
8.088455852E0,-6.608538330E-3,3.782808781E-3,-6.131172180E-3,9.776179900E-3
8.105463991E0,-1.742832363E-3,3.785148263E-3,-1.344680786E-3,4.378695974E-3
8.122449047E0,3.008425236E-3,-1.038834453E-3,-1.343727112E-3,3.454765111E-3
8.139450737E0,2.975031734E-3,-1.026153564E-3,3.440856934E-3,4.662971305E-3
8.156441430E0,2.992518246E-3,3.761604428E-3,3.440856934E-3,5.911372917E-3
8.173434858E0,-1.714218408E-3,3.712415695E-3,-1.342773438E-3,4.303907010E-3
8.190438714E0,-1.838672906E-3,3.815725446E-3,-6.131172180E-3,7.451962898E-3
8.207434554E0,2.913773060E-3,3.817364573E-3,-1.346588135E-3,4.987549031E-3
8.224449528E0,2.930592746E-3,-9.564012289E-4,-1.346588135E-3,3.363982276E-3
8.241434749E0,2.948544919E-3,-9.443014860E-4,-1.346588135E-3,3.376228968E-3
8.258418757E0,7.587715983E-3,3.842040896E-3,-1.091861725E-2,1.384019200E-2
8.275419582E0,-2.006076276E-3,8.670121431E-3,8.222579956E-3,1.211635955E-2
8.292414985E0,2.847287804E-3,-9.910315275E-4,-6.131172180E-3,6.832310270E-3
8.309411068E0,2.763506025E-3,-9.787082672E-4,-1.346588135E-3,3.226164135E-3
8.326407082E0,7.403027266E-3,3.859087825E-3,-1.348495483E-3,8.456702171E-3
8.343414416E0,-2.243153751E-3,3.859862685E-3,-6.134033203E-3,7.586609390E-3
8.360406868E0,-2.265740186E-3,8.687317371E-3,-6.134986877E-3,1.087387354E-2
8.377366657E0,2.537202090E-3,-8.726269007E-4,-1.092147827E-2,1.124622425E-2
8.394378315E0,2.504821867E-3,-8.606761694E-4,-1.349449158E-3,2.972525708E-3
8.411371174E0,-2.253752202E-3,-7.985383272E-4,-6.136894226E-3,6.586238167E-3
8.428368947E0,2.448700368E-3,-8.371025324E-4,3.434181213E-3,4.300055203E-3
8.445366446E0,2.466451377E-3,-8.769333363E-4,-1.570796967E-2,1.592459436E-2
8.462362508E0,2.433102578E-3,3.960847855E-3,3.434181213E-3,5.779438077E-3
8.479375275E0,2.297796309E-3,8.635014296E-3,-1.349449158E-3,9.036833117E-3
8.496367850E0,2.367503941E-3,3.901839256E-3,3.435134888E-3,5.712230404E-3
8.513363690E0,-2.388365567E-3,-9.233951569E-4,-2.049255371E-2,2.065191774E-2
8.530360221E0,2.414878458E-3,8.638843894E-3,8.221626282E-3,1.216784289E-2
8.547356438E0,-2.496674657E-3,-9.712576866E-4,8.221626282E-3,8.647072600E-3
8.564351809E0,7.082711905E-3,-9.590983391E-4,-1.092147827E-2,1.305233179E-2
8.581346978E0,2.314854413E-3,-1.099050045E-3,8.225440979E-3,8.615354970E-3
8.598337609E0,2.282045782E-3,3.738909960E-3,-1.347541809E-3,4.582908418E-3
8.615334995E0,2.350091934E-3,-1.187384129E-3,-1.343727112E-3,2.956081142E-3
8.632335962E0,2.419453114E-3,1.315043867E-2,8.228302002E-3,1.570008740E-2
8.649332056E0,-2.388693392E-3,3.581255674E-3,3.441810608E-3,5.511561357E-3
8.666328395E0,7.139757276E-3,-1.191750169E-3,-6.129264832E-3,9.484950701E-3
8.683324886E0,-2.453956753E-3,8.370637894E-3,-1.343727112E-3,8.825819228E-3
8.700320613E0,-2.525884658E-3,3.587022424E-3,-1.343727112E-3,4.588292245E-3
8.717318153E0,2.175122499E-3,-1.288354397E-3,-1.091480255E-2,1.120374623E-2
8.734286385E0,6.916739047E-3,-1.174554229E-3,-1.345634460E-3,7.143639743E-3
8.751292895E0,-2.524990588E-3,3.511264920E-3,8.228302002E-3,9.295671716E-3
8.768306170E0,2.278663218E-3,3.513470292E-3,3.442764282E-3,5.421199633E-3
8.785285734E0,-2.527777106E-3,-1.259312034E-3,-6.128311157E-3,6.747719728E-3
8.802296893E0,2.327919006E-3,-1.079644263E-2,-1.091575623E-2,1.552855802E-2
8.819280842E0,2.447035164E-3,3.562644124E-3,3.442764282E-3,5.525671014E-3
8.836297556E0,-2.412904054E-3,3.615275025E-3,3.441810608E-3,5.544220391E-3
8.853295909E0,-2.536375076E-3,-5.983918905E-3,-1.570129395E-2,1.699326677E-2
8.870264456E0,6.991118193E-3,1.324035227E-2,8.224487305E-3,1.708288188E-2
8.887249920E0,7.596246898E-3,-1.054063439E-3,-2.049064636E-2,2.187877065E-2
8.904259726E0,6.801504642E-3,3.683239222E-3,2.258014679E-2,2.386817432E-2
8.921254834E0,1.933787018E-3,-1.141086221E-3,-1.091861725E-2,1.114709884E-2
8.938252300E0,-2.719499171E-3,8.420497179E-3,-1.091766357E-2,1.405332083E-2
8.955242089E0,2.087678760E-3,8.360579610E-3,-1.091766357E-2,1.390874085E-2
8.972225386E0,-2.668473870E-3,3.627613187E-3,3.439903259E-3,5.666856682E-3
8.989266167E0,6.961334497E-3,-5.869328976E-3,-6.132125854E-3,1.097780343E-2
9.006249261E0,2.042949200E-3,3.754585981E-3,3.437042236E-3,5.484871617E-3
9.023218774E0,2.061221749E-3,3.806501627E-3,-1.349449158E-3,4.534214680E-3
9.040238377E0,2.080645412E-3,-9.665042162E-4,3.436088562E-3,4.131576011E-3
9.057228155E0,-7.602777332E-3,3.820180893E-3,-1.350402832E-3,8.615079397E-3
9.074233547E0,-2.837467939E-3,3.873020411E-3,1.300525665E-2,1.386319631E-2
9.091226243E0,6.690710783E-3,-9.519606829E-4,-1.092338562E-2,1.284492870E-2
9.108232427E0,6.700869650E-3,-9.391456842E-4,3.434181213E-3,7.587967401E-3
9.125221676E0,-3.042787313E-3,3.949418664E-3,8.216857910E-3,9.611098602E-3
9.142217963E0,-3.012675792E-3,3.949940205E-3,-6.139755249E-3,7.897774216E-3
9.159214099E0,-2.930749208E-3,8.572950959E-3,-6.134986877E-3,1.094179341E-2
9.176196978E0,6.597556174E-3,3.687188029E-3,3.437042236E-3,8.302792444E-3
9.193208443E0,1.831836998E-3,3.587320447E-3,3.438949585E-3,5.296307112E-3
9.210198312E0,1.851696521E-3,3.589361906E-3,3.439903259E-3,5.305208133E-3
9.227216695E0,-7.626894861E-3,8.365675807E-3,-1.345634460E-3,1.140021004E-2
9.244194427E0,1.911193132E-3,3.480195999E-3,3.441810608E-3,5.254567884E-3
9.261186859E0,6.703324616E-3,-1.292482018E-3,3.441810608E-3,7.645333932E-3
9.278189402E0,1.986119896E-3,3.392964602E-3,-1.341819763E-3,4.154198034E-3
9.295182587E0,1.849945635E-3,3.394722939E-3,3.442764282E-3,5.176781682E-3
9.312175039E0,1.768238842E-3,3.396913409E-3,-1.342773438E-3,4.058168284E-3
9.329177299E0,-2.936497331E-3,3.246918321E-3,8.232116699E-3,9.323799682E-3
9.346170332E0,-2.853494138E-3,3.249570727E-3,-1.338958740E-3,4.527134769E-3
9.363150413E0,1.952089369E-3,3.151223063E-3,8.234977722E-3,9.030820438E-3
9.380149549E0,-2.901997417E-3,3.205642104E-3,3.447532654E-3,5.530209011E-3
9.397141768E0,-2.968106419E-3,7.882297039E-3,-1.336097717E-3,8.527919995E-3
9.414141605E0,-2.830825746E-3,7.875233889E-3,-1.335144043E-3,8.474402210E-3
9.431137790E0,-2.847291529E-3,3.042414784E-3,-6.119728088E-3,7.403676698E-3
9.448131363E0,1.961670816E-3,3.096804023E-3,-6.120681763E-3,7.134500178E-3
9.465148016E0,6.811298430E-3,3.100574017E-3,-6.120681763E-3,9.667993110E-3
9.482139053E0,1.999039203E-3,3.205731511E-3,-6.122589111E-3,7.194370694E-3
9.499135199E0,-2.700578421E-3,-1.565411687E-3,-1.338005066E-3,3.396158877E-3
9.516131080E0,-7.389307022E-3,3.223747015E-3,-6.122589111E-3,1.012326531E-2
9.533123664E0,2.053227276E-3,3.227531910E-3,-1.338005066E-3,4.052525389E-3
9.550126513E0,2.127841115E-3,3.231182694E-3,3.448486328E-3,5.182693062E-3
9.567119067E0,6.976846606E-3,-6.263241172E-3,-1.338005066E-3,9.470735773E-3
9.584114846E0,2.315428108E-3,-1.412689686E-3,-6.124496460E-3,6.698235317E-3
9.601111754E0,-2.537004650E-3,3.427252173E-3,3.444671631E-3,5.481625005E-3
9.618115853E0,2.269983292E-3,8.153840899E-3,3.446578979E-3,9.138755507E-3
9.635103352E0,2.241708338E-3,-1.352712512E-3,-6.126403809E-3,6.662425312E-3
9.652084574E0,6.988935173E-3,-1.490637660E-3,-1.338005066E-3,7.270314507E-3
9.669083415E0,6.950553507E-3,3.298103809E-3,-1.091098785E-2,1.335055575E-2
9.686081961E0,2.035383135E-3,3.402948380E-3,-1.340866089E-3,4.185781175E-3
9.703086091E0,2.008613199E-3,3.405377269E-3,-1.569938660E-2,1.618956024E-2
9.720085278E0,2.031628042E-3,-1.366123557E-3,-1.341819763E-3,2.791824914E-3
9.737066683E0,-2.767320722E-3,-1.351475716E-3,-6.128311157E-3,6.858625827E-3
9.754076205E0,2.042133361E-3,3.437787294E-3,8.228302002E-3,9.148423032E-3
9.771071810E0,2.064939588E-3,8.215293288E-3,3.443717957E-3,9.144080745E-3
9.788072807E0,-7.358316332E-3,3.432825208E-3,-1.340866089E-3,8.229643371E-3
9.805048598E0,-2.591867000E-3,8.260160685E-3,-1.342773438E-3,8.760768778E-3
9.822063297E0,2.165418118E-3,-1.449748874E-3,-6.124496460E-3,6.655844373E-3
9.839052678E0,2.087522298E-3,-1.435399055E-3,-6.125450134E-3,6.628669485E-3
9.856035843E0,2.060718834E-3,3.404483199E-3,3.443717957E-3,5.262723756E-3
9.873023737E0,2.084571868E-3,-1.417726278E-3,-6.126403809E-3,6.624817831E-3
9.890019465E0,6.779067218E-3,3.370419145E-3,-6.126403809E-3,9.739009251E-3
9.907020941E0,-2.706199884E-3,3.272503614E-3,8.233070374E-3,9.263705819E-3
9.924014116E0,2.051372081E-3,3.275737166E-3,-1.338958740E-3,4.090402414E-3
9.941009447E0,-2.750936896E-3,-1.393839717E-3,-1.340866089E-3,3.362791226E-3
9.958005246E0,6.680548191E-3,-1.379176974E-3,3.443717957E-3,7.641403446E-3
9.975002571E0,-7.733277977E-3,-1.466587186E-3,3.444671631E-3,8.591869929E-3
9.991997781E0,1.760937274E-3,3.373160958E-3,-1.341819763E-3,4.034798038E-3
1.000899490E1,1.684952527E-3,-1.448273659E-3,3.444671631E-3,4.099063827E-3
1.002599024E1,1.659013331E-3,3.238528967E-3,-1.091194153E-2,1.150264591E-2
1.004298673E1,-3.193225712E-3,3.191262484E-3,3.446578979E-3,5.679767015E-3
1.005997966E1,1.617379487E-3,-1.528471708E-3,3.445625305E-3,4.101764975E-3
1.007698452E1,6.364718080E-3,-1.666560769E-3,-6.123542786E-3,8.988038567E-3
1.009397408E1,1.502536237E-3,3.173336387E-3,-6.124496460E-3,7.059542185E-3
1.011096965E1,-3.350332379E-3,3.074988723E-3,-1.337051392E-3,4.740041046E-3
1.012796569E1,1.409903169E-3,3.129646182E-3,-1.338958740E-3,3.684470475E-3
1.014497414E1,1.486193389E-3,3.133118153E-3,-6.123542786E-3,7.037256312E-3
1.016196765E1,1.511346549E-3,3.086268902E-3,3.448486328E-3,4.868396253E-3
1.017896418E1,1.535318792E-3,3.090336919E-3,8.234024048E-3,8.927851818E-3
1.019595967E1,1.609202474E-3,-1.630499959E-3,-1.569557190E-2,1.586187378E-2
1.021295328E1,-3.242772073E-3,3.209128976E-3,-6.125450134E-3,7.637749593E-3
1.022995185E1,-3.255911171E-3,-1.561298966E-3,-1.339912415E-3,3.851490270E-3
1.024696756E1,1.553762704E-3,3.176927567E-3,3.446578979E-3,4.938213641E-3
1.026394410E1,1.528657973E-3,-1.695722342E-3,-1.569461823E-2,1.585980172E-2
1.028094573E1,6.274890155E-3,3.042295575E-3,-1.336097717E-3,7.100349705E-3
1.029795613E1,-3.260869533E-3,2.995371819E-3,3.450393677E-3,5.613442702E-3
1.031494601E1,1.497786492E-3,2.999529243E-3,8.235931396E-3,8.892193544E-3
1.033194088E1,1.521840692E-3,3.003284335E-3,-1.335144043E-3,3.621922901E-3
1.034891154E1,1.546975225E-3,-1.716226339E-3,-1.336097717E-3,2.669030218E-3
