"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.550194048E1,3.725993037E-1,-4.480774403E-1,-1.391376019E0,1.508486281E0
1.551894654E1,1.149311662E-1,-5.206210613E-1,-1.918179989E0,1.990896766E0
1.553592770E1,-6.900066137E-2,-6.464350224E-1,-2.220623493E0,2.313829732E0
1.555292190E1,-2.463589907E-1,-7.830269337E-1,-2.134140491E0,2.286565015E0
1.556992535E1,-3.799031675E-1,-1.052183151E0,-1.687264442E0,2.024420188E0
1.558692536E1,-5.513684750E-1,-1.253426790E0,-1.184305191E0,1.810432186E0
1.560391707E1,-7.749406099E-1,-1.423781991E0,-7.040052414E-1,1.767289305E0
1.568888253E1,-1.480036259E0,-1.029116988E0,1.109347343E0,2.116657892E0
1.570586945E1,-1.182795286E0,-7.506660223E-1,9.388151169E-1,1.686380144E0
1.572287667E1,-1.053796411E0,-4.227266312E-1,5.792713165E-1,1.274652870E0
1.573986414E1,-1.151420832E0,4.918026924E-2,1.418294907E-1,1.161165033E0
1.575684830E1,-1.242633462E0,7.094032764E-1,-3.348073959E-1,1.469519283E0
1.577385545E1,-6.973810792E-1,1.241142273E0,-4.282846451E-1,1.486674897E0
1.579084868E1,6.680772305E-1,1.401382208E0,3.691463470E-1,1.595765742E0
1.587580277E1,1.151129723E0,1.145368695E0,2.047910690E0,2.613600444E0
1.589279183E1,1.630286694E0,1.393412948E0,8.104696274E-1,2.292661197E0
1.590977872E1,2.183553934E0,1.112318993E0,4.755382538E-1,2.496256789E0
1.592678701E1,2.267757654E0,6.724181175E-1,6.819477081E-1,2.461691203E0
1.594378101E1,2.198916912E0,4.909014702E-2,9.761409760E-1,2.406345078E0
1.596077899E1,2.437714338E0,-5.797715187E-1,1.162203789E0,2.762119450E0
1.597777787E1,2.689650059E0,-1.114131331E0,1.297790527E0,3.187438833E0
1.599477793E1,2.630804300E0,-1.432176352E0,1.259751320E0,3.249497462E0
1.601175897E1,2.567822456E0,-1.637526393E0,8.111944199E-1,3.151704498E0
1.602876041E1,2.609131575E0,-1.680967927E0,1.707487106E-1,3.108436241E0
1.604576036E1,2.737770081E0,-1.661049604E0,-6.170396805E-1,3.261166780E0
1.606273873E1,2.689900875E0,-1.704696417E0,-1.449904442E0,3.499111242E0
1.607974239E1,2.396918058E0,-1.660760880E0,-2.305824757E0,3.717549016E0
1.609674272E1,2.185402393E0,-1.621468544E0,-3.120810986E0,4.140604433E0
1.611371974E1,1.935218334E0,-1.620455027E0,-3.640928268E0,4.430271228E0
1.613072931E1,1.847221375E0,-1.592110157E0,-3.569455624E0,4.322968310E0
1.614771851E1,1.772558212E0,-1.556492329E0,-3.365516663E0,4.109906738E0
1.616470873E1,1.810799241E0,-1.595246077E0,-3.187477112E0,3.997976272E0
1.618169282E1,1.834716082E0,-1.602909327E0,-2.854320049E0,3.752684953E0
1.619870573E1,1.800426006E0,-1.539422750E0,-2.669235229E0,3.568777510E0
1.621569679E1,1.736014962E0,-1.565087795E0,-2.575322151E0,3.477863128E0
1.623269068E1,1.551911235E0,-1.449501991E0,-2.159587383E0,3.028745973E0
1.624967115E1,1.473454714E0,-1.471417665E0,-1.703559875E0,2.690400526E0
1.626667520E1,1.399181366E0,-1.507772446E0,-1.187870502E0,2.375315258E0
1.628367533E1,1.221214056E0,-1.640884161E0,-8.957910538E-1,2.233003854E0
1.630066594E1,1.149518490E0,-1.836698055E0,-5.645580292E-1,2.239102113E0
1.631765922E1,1.615650177E0,-2.342628479E0,5.178985596E-1,2.892482083E0
1.633465428E1,2.324456453E0,-2.945645571E0,2.927929878E0,4.759485162E0
1.635164425E1,2.642980576E0,-3.365446329E0,5.748566628E0,7.166421254E0
1.636862432E1,1.728305936E0,-3.424946547E0,6.411194801E0,7.471326458E0
1.638562631E1,1.283915043E-1,-3.146681786E0,4.599308014E0,5.574201723E0
1.640261622E1,-3.247858882E-1,-2.654979944E0,2.335862160E0,3.551148604E0
1.641961021E1,1.068511009E-1,-2.210172176E0,1.123157501E0,2.481483625E0
1.643660574E1,8.165773153E-1,-2.111100912E0,3.971157074E-1,2.298096268E0
1.645360376E1,1.120102286E0,-2.163767815E0,2.585792542E-2,2.436634753E0
1.647060156E1,9.236787558E-1,-2.164645672E0,-1.925735474E-1,2.361346628E0
1.648759950E1,6.882900000E-1,-2.111156225E0,-2.712478638E-1,2.237029087E0
1.650459369E1,7.195898294E-1,-2.065891266E0,-2.186584473E-2,2.187737269E0
1.652158017E1,7.115956545E-1,-2.039921284E0,2.068672180E-1,2.170355101E0
1.653856465E1,2.835891247E-1,-1.920042038E0,1.444692612E-1,1.946241400E0
1.655556142E1,-3.775354624E-1,-1.690664172E0,-1.869964600E-2,1.732405277E0
1.657257173E1,-1.011802077E0,-1.416869998E0,-8.614635468E-2,1.743182500E0
1.658953734E1,-1.360957861E0,-1.196199894E0,-6.071567535E-2,1.812949773E0
1.660655932E1,-1.498776674E0,-9.913961291E-1,-1.707077026E-4,1.796996893E0
1.662352207E1,-1.682912827E0,-7.875536680E-1,-1.463022232E-1,1.863824214E0
1.664053068E1,-2.017312765E0,-4.554232359E-1,-2.053928375E-1,2.078255839E0
1.665753495E1,-2.173789501E0,-1.848812103E-1,-3.092451096E-1,2.203446027E0
1.667453483E1,-2.266077042E0,8.468031883E-2,-2.707500458E-1,2.283764765E0
1.669152537E1,-2.266398668E0,3.106709719E-1,-1.118078232E-1,2.290323201E0
1.670852029E1,-2.126187801E0,5.219413042E-1,5.013847351E-2,2.189888389E0
1.672551301E1,-1.843248367E0,6.223876476E-1,1.827230453E-1,1.954051852E0
1.674251480E1,-1.650256634E0,6.970528364E-1,2.624301910E-1,1.810552186E0
1.675949378E1,-1.456250429E0,5.804064274E-1,3.247184753E-1,1.600930674E0
1.677650314E1,-1.502290726E0,5.751440525E-1,5.684146881E-1,1.706095942E0
1.679346489E1,-1.646859169E0,5.084806681E-1,8.849182129E-1,1.937466892E0
1.681047708E1,-1.084656239E0,2.643834352E-1,1.391384125E0,1.783907940E0
1.682746604E1,-2.129069567E-1,-6.020009518E-2,2.722942352E0,2.731916631E0
1.684445352E1,3.870019913E-1,-5.069718957E-1,4.369014740E0,4.415323413E0
1.686145806E1,4.808756113E-1,-7.883209586E-1,5.013871193E0,5.098195330E0
1.687844531E1,-1.421759129E-1,-5.891988277E-1,3.948597908E0,3.994846016E0
1.689543942E1,-5.916332006E-1,-9.217751026E-2,1.653142929E0,1.758240052E0
1.691243342E1,-4.788736701E-1,5.083198547E-1,6.585025787E-2,7.014594237E-1
1.692942677E1,-1.265227795E-1,9.367853403E-1,-9.278059006E-1,1.324537118E0
1.694642402E1,5.549719334E-1,9.747024775E-1,-8.948917389E-1,1.434876298E0
1.696343090E1,1.496800423E0,7.735084295E-1,-3.900308609E-1,1.729407664E0
1.698041946E1,2.300523758E0,5.348358154E-1,7.516956329E-2,2.363072020E0
1.699739482E1,2.834011555E0,1.495082378E-1,3.606281281E-1,2.860773821E0
1.701441135E1,2.708746672E0,-2.321732044E-1,5.946168900E-1,2.782944874E0
1.703140344E1,1.764515519E0,-4.840972424E-1,5.940723419E-1,1.923742993E0
1.704839657E1,9.528789520E-1,-5.518394709E-1,2.074909210E-2,1.101333566E0
1.706538922E1,6.228022575E-1,-4.646648169E-1,-5.659503937E-1,9.612990649E-1
1.708238036E1,4.439905882E-1,-4.154984951E-1,-1.400602341E0,1.526909807E0
1.709937550E1,3.010220528E-1,-3.543750048E-1,-2.439629555E0,2.483543494E0
1.711637700E1,2.557361126E-1,-3.404138088E-1,-3.287377357E0,3.314835201E0
1.713337936E1,2.767150402E-1,-3.496775627E-1,-3.733855724E0,3.760388834E0
1.715036078E1,3.242235184E-1,-3.912293911E-1,-3.595420361E0,3.631147050E0
1.716735498E1,4.353746176E-1,-4.358396530E-1,-3.291526794E0,3.348679725E0
1.718434734E1,3.592211008E-1,-4.728722572E-1,-3.152619362E0,3.208061223E0
1.720134406E1,3.156967163E-1,-5.052809715E-1,-3.087666035E0,3.144623160E0
1.721833314E1,1.758770943E-1,-5.174349546E-1,-2.990772724E0,3.040294915E0
1.723533778E1,3.184318542E-2,-5.752829313E-1,-2.824657440E0,2.882820510E0
1.725229501E1,7.022428513E-2,-6.663939953E-1,-2.574623585E0,2.660394522E0
1.726931806E1,3.154493570E-1,-7.671109438E-1,-2.056114197E0,2.217109173E0
1.728631558E1,5.951683521E-1,-9.011161923E-1,-9.403553009E-1,1.431958048E0
1.730328856E1,6.140096188E-1,-1.164731741E0,2.105398178E-1,1.333392236E0
1.732029955E1,2.679088116E-1,-1.133094907E0,1.480951309E0,1.883851369E0
1.733729084E1,-9.248518944E-2,-9.810397625E-1,2.317734718E0,2.518508835E0
1.735427440E1,1.015937328E-1,-1.018279314E0,3.213523865E0,3.372528677E0
1.737126850E1,4.796824455E-1,-1.000575900E0,4.849598885E0,4.974922786E0
1.738826264E1,9.018445015E-1,-1.180466652E0,6.285023689E0,6.458200043E0
1.740525494E1,9.978158474E-1,-1.169098854E0,6.980767250E0,7.147974538E0
1.742225018E1,4.800837040E-1,-5.655865669E-1,6.622645378E0,6.664067852E0
1.743926015E1,-2.427029610E-2,-6.665754318E-2,4.684874535E0,4.685411581E0
1.745625116E1,9.658145905E-2,2.136548012E-1,2.568271637E0,2.578952414E0
1.747324456E1,7.389740944E-1,6.139932871E-1,8.087091446E-1,1.255818836E0
1.749022881E1,1.670242548E0,8.240236044E-1,-4.804382324E-1,1.923420382E0
1.750723310E1,2.519446135E0,7.493655086E-1,-1.027302742E0,2.822146065E0
1.752422687E1,3.007437468E0,5.499476790E-1,-1.319573402E0,3.329924404E0
1.754122054E1,3.214954615E0,1.273935437E-1,-1.661412239E0,3.621112111E0
1.755821141E1,3.065657377E0,-3.266426921E-1,-1.926303387E0,3.635326029E0
1.757521149E1,2.651581526E0,-7.935167551E-1,-2.064753056E0,3.453079583E0
1.759220251E1,2.010355473E0,-1.079691410E0,-2.058673382E0,3.073336747E0
1.760919640E1,1.383718729E0,-1.208133698E0,-2.030544281E0,2.738133421E0
1.762618978E1,8.600368500E-1,-1.167689443E0,-2.255419254E0,2.681432086E0
1.764318078E1,4.337885380E-1,-1.076848507E0,-2.581185341E0,2.830246096E0
1.766019507E1,9.047329426E-2,-9.169424772E-1,-2.912872791E0,3.055126318E0
1.767717380E1,-1.949228048E-1,-6.286292672E-1,-3.063174248E0,3.133082528E0
1.769418550E1,-5.245099068E-1,-2.575379610E-1,-2.883359909E0,2.941972265E0
1.771116057E1,-7.515667081E-1,1.014056206E-1,-2.474995613E0,2.588578548E0
1.772814750E1,-1.079548955E0,5.282834768E-1,-1.701528549E0,2.083196770E0
1.774515396E1,-1.358193398E0,1.001203060E0,-7.348728180E-1,1.840417054E0
1.776214164E1,-1.414277554E0,1.450974226E0,1.511955261E-1,2.031838402E0
1.777913166E1,-1.174463391E0,1.892648697E0,8.361387253E-1,2.379203925E0
1.779613244E1,-8.480029106E-1,2.240434885E0,1.412070274E0,2.780755270E0
1.781312251E1,-5.865299702E-1,2.472183228E0,2.396778107E0,3.492886000E0
1.783010068E1,2.209974527E-1,2.173982859E0,3.242012024E0,3.909690948E0
1.784709636E1,5.418165922E-1,1.304479837E0,4.433957100E0,4.653515706E0
1.786409306E1,-5.133771896E-2,7.168248296E-1,5.639699936E0,5.685304633E0
1.788108515E1,-7.253198028E-1,3.438811302E-1,5.793864250E0,5.849205587E0
1.789807502E1,-1.259382010E0,2.530187368E-2,5.006339073E0,5.162374855E0
1.791506598E1,-1.575323582E0,3.017473221E-2,3.481162071E0,3.821131281E0
1.793207139E1,-1.932376623E0,1.932277083E-1,1.568806648E0,2.496511698E0
1.794907395E1,-2.136641026E0,3.126859665E-1,-3.149042130E-1,2.182240145E0
1.796606842E1,-2.172873735E0,4.512538910E-1,-1.435900688E0,2.643259565E0
1.798304908E1,-2.084511280E0,4.845021963E-1,-1.636466026E0,2.694058409E0
1.800004036E1,-1.470623136E0,1.713209152E-1,-1.074715614E0,1.829507287E0
1.801703769E1,-9.517934322E-1,-1.615424156E-1,-2.499885559E-1,9.972466935E-1
1.803404905E1,-7.731336951E-1,-5.645318627E-1,1.473999023E-2,9.574179870E-1
1.805103560E1,-9.464155436E-1,-8.433566689E-1,1.675033569E-1,1.278675184E0
1.806802504E1,-1.117866516E0,-1.060420513E0,7.650184631E-2,1.542715056E0
1.808503164E1,-1.385596275E0,-1.179556966E0,-2.182264328E-1,1.832717777E0
1.810200722E1,-1.500595927E0,-1.193989396E0,-6.255092621E-1,2.017092128E0
1.811900003E1,-1.455867052E0,-1.225842714E0,-9.046716690E-1,2.107289743E0
1.813600770E1,-1.296877861E0,-1.233931303E0,-1.160056114E0,2.133121852E0
1.815300082E1,-1.208434701E0,-1.203873396E0,-1.383470535E0,2.196273276E0
1.816998214E1,-1.068553567E0,-1.146935940E0,-1.707846165E0,2.318190522E0
1.818698587E1,-9.286457300E-1,-1.053057313E0,-1.989358425E0,2.434924956E0
1.820397094E1,-7.205654383E-1,-9.994156361E-1,-2.082492828E0,2.419674058E0
1.822098015E1,-6.059469581E-1,-8.197741508E-1,-2.038483143E0,2.279169783E0
1.823797049E1,-2.773010731E-1,-6.875764132E-1,-1.599604607E0,1.763063274E0
1.825496991E1,9.878277779E-3,-5.567775965E-1,-1.252485275E0,1.370699908E0
1.827196481E1,3.652259111E-1,-5.392649174E-1,-1.036745071E0,1.224351649E0
1.828893825E1,5.881273746E-1,-5.242493153E-1,-1.116343498E0,1.366365236E0
1.830593398E1,8.768916130E-1,-7.281063795E-1,-1.115751266E0,1.594985483E0
1.832292554E1,1.156008840E0,-7.487443686E-1,-8.215532303E-1,1.603722007E0
1.833991352E1,1.213612318E0,-7.705157995E-1,-1.276292801E-1,1.443204313E0
1.835689638E1,1.160287261E0,-7.852001190E-1,5.997037888E-1,1.523958789E0
1.837389939E1,1.031192899E0,-6.628977060E-1,1.256496429E0,1.755441665E0
1.839089316E1,1.473074794E0,-8.074135780E-1,2.041489601E0,2.643774920E0
1.840788779E1,2.005335093E0,-1.023194075E0,3.029732704E0,3.774596032E0
1.842488030E1,1.849863529E0,-1.194066525E0,3.853522301E0,4.438178012E0
1.844187428E1,9.562028646E-1,-1.029839993E0,3.714560509E0,3.971505269E0
1.845886831E1,1.137399673E-1,-5.740205646E-1,2.175270081E0,2.252606560E0
1.847586249E1,1.177037954E-1,-1.284179688E-1,6.482324600E-1,6.712307207E-1
1.849285628E1,5.882347822E-1,2.490030527E-1,-5.621433258E-1,8.508982301E-1
1.850985031E1,1.583381772E0,3.618530035E-1,-1.070861816E0,1.945451223E0
1.852684497E1,2.459249020E0,3.294328451E-1,-1.433205605E0,2.865398758E0
1.854383881E1,2.640513420E0,2.454649210E-1,-1.560422421E0,3.076927409E0
1.856083130E1,2.240928173E0,8.105802536E-2,-1.897957325E0,2.937783431E0
1.857782562E1,1.440785408E0,-9.993815422E-2,-1.919505119E0,2.402155309E0
1.859483180E1,6.188420057E-1,-3.402081728E-1,-1.835980892E0,1.967112825E0
1.861182341E1,1.315817833E-1,-4.978775978E-1,-1.828662872E0,1.899790454E0
1.862881678E1,-1.473233700E-1,-5.655103922E-1,-1.881170750E0,1.969850139E0
1.864581103E1,-4.186866283E-1,-5.519367456E-1,-2.152177334E0,2.260928999E0
1.866280513E1,-6.508576870E-1,-5.246108770E-1,-2.530703068E0,2.665199865E0
1.867979902E1,-8.862467408E-1,-4.304839373E-1,-2.822309971E0,2.989344958E0
1.869681625E1,-1.131479859E0,-3.147718906E-1,-2.932125092E0,3.158589174E0
1.871379673E1,-1.268402576E0,-1.474072933E-1,-2.685245991E0,2.973402098E0
1.873079649E1,-1.623291254E0,8.107161522E-2,-2.375578880E0,2.878371435E0
1.874777987E1,-2.020593643E0,3.864982128E-1,-2.081788540E0,2.926776907E0
1.876477715E1,-2.259834766E0,7.116761208E-1,-1.927124023E0,3.054037176E0
1.878176548E1,-2.270256519E0,8.915643692E-1,-1.212049484E0,2.723603429E0
1.879876963E1,-2.145469904E0,1.049948573E0,1.934680939E-1,2.396427136E0
1.881576281E1,-2.377660751E0,9.879316092E-1,2.002602577E0,3.261854778E0
1.883273846E1,-2.860562801E0,1.309783340E0,3.695622444E0,4.853450029E0
1.884973782E1,-2.737922192E0,1.515909433E0,4.622158051E0,5.581983911E0
1.886673168E1,-1.603210449E0,1.275053024E0,5.650679588E0,6.010509443E0
1.888372583E1,-9.286730886E-1,7.821238041E-1,6.486969948E0,6.599615932E0
1.890071920E1,-8.301565647E-1,2.424467802E-1,7.263413429E0,7.314719066E0
1.891771346E1,-1.199463725E0,-1.834968328E-1,7.487394333E0,7.585081292E0
1.893471066E1,-2.132163525E0,-2.290489376E-1,6.499863625E0,6.844473088E0
1.895171243E1,-2.468902111E0,-1.240065098E-1,4.209734917E0,4.881877028E0
1.896871059E1,-2.194888115E0,6.210982800E-2,1.915496826E0,2.913849612E0
1.898568903E1,-1.628776312E0,2.556837797E-1,3.561658859E-1,1.686754460E0
1.900268013E1,-9.474294186E-1,3.387081623E-1,-3.331184387E-2,1.006705221E0
1.901969349E1,-2.403324246E-1,1.103407145E-1,1.051139832E-2,2.646606074E-1
1.903665183E1,1.119250059E-1,-3.737809658E-1,4.618005753E-1,6.045652890E-1
1.905367925E1,-5.095183849E-2,-7.624949217E-1,8.457021713E-1,1.139827512E0
1.907065374E1,-2.379497290E-1,-1.201819539E0,7.327136993E-1,1.427536214E0
1.908765314E1,-2.878048420E-1,-1.531962872E0,3.331298828E-1,1.593962793E0
1.910465001E1,-2.354513407E-1,-1.779511452E0,3.074073792E-2,1.795283636E0
1.912164043E1,-1.522619724E-1,-2.024831772E0,-4.537076950E-1,2.080619640E0
1.913864383E1,-1.750029922E-1,-2.183850288E0,-1.081065178E0,2.443057520E0
1.915564422E1,-1.897999644E-1,-2.290481567E0,-1.904945374E0,2.985154387E0
1.917263478E1,-1.768893600E-1,-2.279159307E0,-2.494384766E0,3.383461593E0
1.918961593E1,-1.362286210E-1,-2.246624947E0,-2.961503029E0,3.719728764E0
1.920662341E1,6.549733877E-2,-2.188211918E0,-2.817431450E0,3.567979999E0
1.922361685E1,2.930498719E-1,-2.233250141E0,-2.418642521E0,3.305013777E0
1.924061028E1,3.634364009E-1,-2.189146519E0,-2.207044601E0,3.129775451E0
1.925760164E1,3.175923824E-1,-2.150022984E0,-2.117246151E0,3.034171224E0
1.927461293E1,2.554438710E-1,-2.098136902E0,-1.865868092E0,2.819378259E0
1.929159260E1,3.504053354E-1,-2.035853386E0,-1.225516319E0,2.401951947E0
1.930858594E1,2.991881967E-1,-1.829220176E0,-6.483688354E-1,1.963655310E0
1.932556398E1,1.518436074E-1,-1.589146852E0,-5.931901932E-1,1.703032238E0
1.934255128E1,2.337357998E-1,-1.341163158E0,-1.104046822E0,1.752789327E0
1.935955516E1,9.161808491E-1,-1.165325642E0,-1.376026154E0,2.022577359E0
1.937654514E1,1.389748216E0,-1.122339725E0,-3.588905334E-1,1.822045273E0
1.939354059E1,1.537702918E0,-1.240725994E0,1.116729736E0,2.269585108E0
1.941053826E1,9.708186388E-1,-1.107860088E0,2.512233734E0,2.912243317E0
1.942754752E1,-2.799376249E-1,-7.741878033E-1,2.313360214E0,2.455477002E0
1.944453759E1,-7.134363651E-1,-2.707087994E-1,7.574291229E-1,1.075162117E0
1.946151828E1,-4.872908592E-1,2.372288704E-1,-2.681875229E-1,6.046936959E-1
1.947852285E1,1.394680738E-1,3.984229565E-1,-9.044322968E-1,9.980931696E-1
1.949551761E1,1.002199650E0,3.296315670E-1,-6.413097382E-1,1.234641360E0
1.951251748E1,1.685621262E0,1.143784523E-1,9.504890442E-2,1.692168952E0
1.952950770E1,1.969190955E0,-3.405809402E-3,5.049819946E-1,2.032912057E0
1.954650074E1,1.788872480E0,-6.166458130E-2,7.009325027E-1,1.922283446E0
1.956348210E1,1.181979537E0,-5.074214935E-2,4.220829010E-1,1.256106829E0
1.958048857E1,5.632897615E-1,-2.269744873E-2,-1.857290268E-1,5.935535368E-1
1.959747236E1,1.921330690E-1,4.228281975E-2,-5.569400787E-1,5.906650526E-1
1.961447198E1,-3.180754185E-2,1.491925716E-1,-8.503847122E-1,8.639585071E-1
1.963147371E1,-1.469058990E-1,1.716821194E-1,-1.230527878E0,1.251101495E0
1.964846468E1,-2.022222281E-1,2.120985985E-1,-1.512266636E0,1.540399306E0
1.966545869E1,-2.324261665E-1,2.737913132E-1,-1.484685898E0,1.527506406E0
1.968242837E1,-3.384238482E-1,4.075508118E-1,-1.199097633E0,1.310901789E0
1.969945074E1,-4.860584736E-1,6.161324978E-1,-9.874982834E-1,1.261358377E0
1.971643522E1,-8.095261455E-1,8.622794151E-1,-9.793577194E-1,1.535578039E0
1.973343344E1,-1.132129908E0,1.062799931E0,-9.480838776E-1,1.819374854E0
1.975042467E1,-1.285382032E0,1.253198385E0,-9.317827225E-1,2.022605301E0
1.976742512E1,-1.296113729E0,1.338136911E0,-7.271385193E-1,1.999812896E0
1.978441970E1,-1.016930103E0,1.262087584E0,-1.731138229E-1,1.630024631E0
1.980142961E1,-9.258027077E-1,1.150885820E0,4.948987961E-1,1.557746335E0
1.981838456E1,-1.489555478E0,1.350250483E0,8.398923874E-1,2.178846280E0
1.983538666E1,-1.953752398E0,1.554761887E0,8.109750748E-1,2.625283514E0
1.985238475E1,-1.502377629E0,1.500525713E0,1.173105240E0,2.425879605E0
1.986936932E1,-4.687020183E-1,1.103162527E0,2.405815125E0,2.687860777E0
1.988636823E1,4.685986042E-2,2.944178581E-1,3.922871590E0,3.934183426E0
1.990336011E1,2.473020554E-2,-5.872682333E-1,5.027914047E0,5.062155196E0
1.992037000E1,-6.761637926E-1,-8.268071413E-1,4.776392937E0,4.894357671E0
1.993737550E1,-1.378375769E0,-7.007881403E-1,2.871816635E0,3.261649056E0
1.995435917E1,-1.418575764E0,-4.660183191E-1,7.557926178E-1,1.673544966E0
1.997134626E1,-1.078177214E0,-2.868809700E-1,-4.164695740E-1,1.190887779E0
1.998833285E1,-4.364890158E-1,-3.101234436E-1,-7.572135925E-1,9.274004722E-1
2.000533645E1,3.139950037E-1,-5.427391529E-1,-4.692516327E-1,7.831703169E-1
2.002235569E1,7.275507450E-1,-9.138218164E-1,-1.088018417E-1,1.173131808E0
2.003932508E1,6.445583105E-1,-1.154776812E0,2.992534637E-2,1.322822901E0
2.005631550E1,1.939709187E-1,-1.267026186E0,4.016494751E-2,1.282416974E0
2.007331382E1,-1.022841334E-1,-1.278138757E0,-1.673412323E-1,1.293098532E0
2.009030544E1,-2.038457990E-1,-1.138779521E0,-5.303134918E-1,1.272636754E0
2.010729700E1,-3.251087070E-1,-1.011769772E0,-1.063326836E0,1.503342177E0
2.012429654E1,-3.915509284E-1,-8.764044046E-1,-1.436674595E0,1.727839895E0
2.014128754E1,-4.449600577E-1,-7.390513420E-1,-1.843163490E0,2.035052331E0
2.015825443E1,-3.834957480E-1,-6.970837116E-1,-2.073102474E0,2.220528892E0
2.017527884E1,-1.844383478E-1,-6.387999058E-1,-1.986542702E0,2.094859119E0
2.019226549E1,-1.021925807E-1,-6.896030903E-1,-1.773748875E0,1.905828118E0
2.020928938E1,-5.559074879E-2,-7.035362720E-1,-1.329051971E0,1.504803230E0
2.022625919E1,5.890965462E-2,-7.505798340E-1,-9.373426437E-1,1.202269382E0
2.024324931E1,6.783604622E-3,-6.910278797E-1,-3.780374527E-1,7.877041726E-1
2.026024417E1,-1.102964878E-1,-6.650471687E-1,-2.375984192E-2,6.745499106E-1
2.027724369E1,-1.792433262E-1,-5.787425041E-1,8.309555054E-2,6.115357116E-1
2.029422730E1,-1.376473904E-2,-5.309095383E-1,-1.973628998E-2,5.314545390E-1
2.031121028E1,2.573035955E-1,-4.851429462E-1,-9.396648407E-2,5.571342017E-1
2.032820695E1,4.429717064E-1,-4.626176357E-1,1.677284241E-1,6.620965442E-1
2.034519990E1,2.220546007E-1,-1.084651947E-1,3.800477982E-1,4.533313060E-1
2.036219482E1,9.362578392E-2,3.877115250E-2,3.432960510E-1,3.579401742E-1
2.037918916E1,6.230335236E-1,6.117320061E-2,6.473989487E-1,9.005766656E-1
2.039618256E1,1.315143108E0,-1.551697254E-1,1.417925835E0,1.940152755E0
2.041318016E1,1.503006935E0,-6.109216213E-1,2.167859077E0,2.707742243E0
2.043018790E1,1.280135512E0,-9.599781036E-1,3.027432442E0,3.424273949E0
2.044717379E1,1.026624441E-1,-8.076484203E-1,2.846858025E0,2.960985674E0
2.046417115E1,-7.366805673E-1,-4.402024746E-1,1.150388718E0,1.435224957E0
2.048116543E1,-8.970974684E-1,9.107112885E-2,-3.036842346E-1,9.514735586E-1
2.049814392E1,-6.635397673E-1,5.426044464E-1,-1.453023911E0,1.687004177E0
2.051515355E1,5.407726765E-2,7.939980030E-1,-1.875626564E0,2.037481825E0
2.053213695E1,1.038030028E0,6.964910030E-1,-1.572847843E0,2.009093426E0
2.054914123E1,1.696975231E0,5.248322487E-1,-9.528636932E-1,2.015718989E0
2.056613506E1,2.120122433E0,2.012691498E-1,-6.130161285E-1,2.216126615E0
2.058312917E1,1.815501809E0,1.929259300E-2,-3.152961731E-1,1.842777984E0
2.060012287E1,8.837301731E-1,-1.015410423E-1,-2.318820953E-1,9.192708569E-1
2.061711731E1,1.694332361E-1,-9.061741829E-2,-5.131950378E-1,5.479856612E-1
2.063410727E1,-1.425209045E-1,6.717801094E-2,-8.574590683E-1,8.718148583E-1
2.065110783E1,-4.440621138E-1,2.581393719E-1,-1.430811882E0,1.520213715E0
2.066809568E1,-7.046732306E-1,4.503269196E-1,-1.811175346E0,1.994922262E0
2.068509586E1,-6.432005763E-1,5.242512226E-1,-2.000984192E0,2.166214223E0
2.070208784E1,-4.830020070E-1,5.201115608E-1,-1.647832870E0,1.794201812E0
2.071907377E1,-3.072724342E-1,4.754984379E-1,-1.036890030E0,1.181378875E0
2.080403301E1,-3.327343762E-1,9.169874191E-1,5.548563004E-1,1.122249351E0
2.082103038E1,-1.682481766E-1,8.492717743E-1,9.196720123E-1,1.263078226E0
2.083802435E1,-2.758549154E-1,8.972854614E-1,1.336956024E0,1.633605994E0
2.085500810E1,-8.526568413E-1,1.154063463E0,1.433281898E0,2.028098411E0
2.087201481E1,-9.421159625E-1,1.313272953E0,1.345973969E0,2.103310310E0
2.088900298E1,-2.052012682E-1,1.131214619E0,1.798963547E0,2.134952907E0
2.090600426E1,2.020375133E-1,5.046699047E-1,2.881358147E0,2.932189564E0
2.092300748E1,5.947214365E-2,-2.532750368E-1,3.986837387E0,3.995316950E0
2.094002318E1,-6.195875406E-1,-5.716508627E-1,4.134217262E0,4.219292097E0
2.095699152E1,-1.218996048E0,-4.444513321E-1,2.478455544E0,2.797540032E0
2.104196423E1,-1.085556746E-1,-6.149725914E-1,3.842039108E-1,7.332041106E-1
2.105895884E1,-7.555800676E-2,-8.083500862E-1,2.504253387E-1,8.496185759E-1
2.107595161E1,-2.689442635E-1,-7.853751183E-1,-1.205959320E-1,8.388614141E-1
2.109294562E1,-3.165042400E-1,-7.267482281E-1,-8.191900253E-1,1.139916759E0
2.110993730E1,-3.809043169E-1,-5.752568245E-1,-1.496187210E0,1.647599672E0
2.112693691E1,-4.482941031E-1,-4.794445038E-1,-2.176531792E0,2.273351111E0
2.114391066E1,-5.700106025E-1,-3.790314198E-1,-2.593348980E0,2.682169986E0
2.116092187E1,-5.769738555E-1,-2.621443272E-1,-2.537425518E0,2.615367419E0
2.117791218E1,-5.474421978E-1,-2.149345875E-1,-2.398525715E0,2.469577989E0
2.119491196E1,-5.516484976E-1,-1.873753071E-1,-2.096345425E0,2.175796339E0
