"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.555172496E2,6.503064853E1,2.547977704E1,1.484828278E1,3.232087381E1,5.364926815E0,1.027389679E2,7.337456874E-1,4.417039394E0,3.000000000E0,2.500000000E1
1.565172036E2,6.503063820E1,2.547989004E1,1.467008408E1,3.214266155E1,5.205713749E0,1.021171951E2,7.394323232E-1,5.563986778E0,3.000000000E0,2.600000000E1
1.575174036E2,6.503062913E1,2.548000927E1,1.482574922E1,3.229831305E1,5.367969513E0,1.021636200E2,7.451565511E-1,5.564868450E0,3.000000000E0,2.600000000E1
1.585172606E2,6.503062051E1,2.548012950E1,1.470232326E1,3.217487355E1,5.342266560E0,1.012920074E2,7.507861443E-1,5.565763474E0,3.000000000E0,2.600000000E1
1.595172226E2,6.503061179E1,2.548024764E1,1.479460522E1,3.226714210E1,5.369225502E0,1.033211060E2,7.559096026E-1,5.566646576E0,3.000000000E0,2.600000000E1
1.605172286E2,6.503060162E1,2.548035410E1,1.472447167E1,3.219699562E1,5.181330681E0,1.039781647E2,7.610813408E-1,5.567527771E0,3.000000000E0,2.600000000E1
1.615173796E2,6.503058870E1,2.548045995E1,1.469950452E1,3.217201457E1,4.287805557E0,1.093765411E2,7.651915181E-1,5.568401814E0,3.000000000E0,2.600000000E1
1.625173536E2,6.503057632E1,2.548054246E1,1.471598294E1,3.218848130E1,4.285206795E0,1.036746292E2,7.703008269E-1,4.287168503E0,3.000000000E0,2.400000000E1
1.635173536E2,6.503056658E1,2.548064883E1,1.454791172E1,3.202039732E1,4.688637733E0,1.021060562E2,7.757191996E-1,4.418218613E0,3.000000000E0,2.500000000E1
1.645176586E2,6.503055789E1,2.548076241E1,1.445777862E1,3.193025123E1,4.716356754E0,1.018175125E2,7.808590056E-1,4.418365955E0,3.000000000E0,2.600000000E1
1.655174366E2,6.503054605E1,2.548086826E1,1.448607954E1,3.195853866E1,4.919930935E0,1.027534714E2,7.866955188E-1,4.418512344E0,3.000000000E0,2.500000000E1
1.665172946E2,6.503053595E1,2.548099028E1,1.491900493E1,3.239144981E1,5.038378239E0,1.026913605E2,7.921050496E-1,5.572831154E0,3.000000000E0,2.600000000E1
1.675173346E2,6.503052383E1,2.548110189E1,1.500840114E1,3.248083193E1,5.247133732E0,1.036367722E2,7.972156006E-1,5.573711395E0,3.000000000E0,2.600000000E1
1.685173436E2,6.503051552E1,2.548120897E1,1.524641949E1,3.271883800E1,5.188188553E0,1.011329498E2,8.026890510E-1,5.574601173E0,3.000000000E0,2.600000000E1
1.695177526E2,6.503050715E1,2.548132388E1,1.523311482E1,3.270552035E1,4.952711582E0,1.009324799E2,8.084979560E-1,5.575479984E0,3.000000000E0,2.600000000E1
1.705174476E2,6.503049649E1,2.548144503E1,1.531284600E1,3.278523717E1,5.157608986E0,1.017086716E2,8.141189089E-1,5.576366425E0,3.000000000E0,2.600000000E1
1.715174536E2,6.503048953E1,2.548156364E1,1.568240174E1,3.315478014E1,5.406153679E0,9.975395203E1,8.200181997E-1,5.577244282E0,3.000000000E0,2.600000000E1
1.725174046E2,6.503048255E1,2.548168822E1,1.587994809E1,3.335231320E1,5.529174805E0,9.815406036E1,8.257512041E-1,5.578127384E0,3.000000000E0,2.600000000E1
1.735174166E2,6.503047786E1,2.548180985E1,1.641721602E1,3.388956894E1,5.521203041E0,9.743119049E1,8.316045210E-1,5.579018116E0,3.000000000E0,2.600000000E1
1.745174966E2,6.503046999E1,2.548193315E1,1.664833162E1,3.412067103E1,5.481536388E0,9.908648682E1,8.376826366E-1,5.579898357E0,3.000000000E0,2.600000000E1
1.755174926E2,6.503046076E1,2.548206078E1,1.651658218E1,3.398890721E1,5.566189766E0,1.016292419E2,8.434609631E-1,5.580789566E0,3.000000000E0,2.600000000E1
1.765175216E2,6.503045076E1,2.548218158E1,1.644313262E1,3.391544358E1,5.406251907E0,1.004645920E2,8.495446117E-1,5.581662178E0,3.000000000E0,2.600000000E1
1.775174526E2,6.503044472E1,2.548231040E1,1.659664990E1,3.406894755E1,5.285569668E0,1.004967422E2,8.552094577E-1,5.582552433E0,3.000000000E0,2.600000000E1
1.785174676E2,6.503043817E1,2.548243008E1,1.666812267E1,3.414040763E1,5.363660812E0,1.001440582E2,8.607966885E-1,5.583435059E0,3.000000000E0,2.600000000E1
1.795174956E2,6.503042897E1,2.548254710E1,1.687634545E1,3.434861695E1,5.253829956E0,1.006999893E2,8.664254498E-1,4.420568466E0,3.000000000E0,2.500000000E1
1.805174986E2,6.503042001E1,2.548266512E1,1.698929640E1,3.446155446E1,5.284475803E0,1.023133850E2,8.723080596E-1,4.420714855E0,3.000000000E0,2.500000000E1
1.815175636E2,6.503040771E1,2.548278701E1,1.700069675E1,3.447293980E1,5.545220375E0,1.040299149E2,8.781963306E-1,5.710383415E0,3.000000000E0,2.600000000E1
1.825175916E2,6.503039337E1,2.548290776E1,1.685987839E1,3.433210579E1,5.686347961E0,1.034312439E2,8.844577043E-1,5.648775578E0,3.000000000E0,2.800000000E1
1.835176406E2,6.503037980E1,2.548303723E1,1.706250080E1,3.453471207E1,5.872808456E0,1.020832443E2,8.908476963E-1,5.366642952E0,3.000000000E0,2.800000000E1
1.845176456E2,6.503036718E1,2.548317003E1,1.730888530E1,3.478108052E1,5.782687664E0,1.026514511E2,8.972000909E-1,5.367095470E0,3.000000000E0,2.800000000E1
1.855176306E2,6.503035762E1,2.548330346E1,1.730487631E1,3.477705655E1,5.688249111E0,1.038754349E2,9.025527377E-1,5.367550850E0,3.000000000E0,2.800000000E1
1.865176736E2,6.503034619E1,2.548341423E1,1.693129604E1,3.440346257E1,5.406384945E0,1.039555511E2,9.080481952E-1,5.367999077E0,3.000000000E0,2.800000000E1
1.875177006E2,6.503033650E1,2.548352903E1,1.657729360E1,3.404944670E1,5.203027248E0,1.023956680E2,9.136099538E-1,5.368447781E0,3.000000000E0,2.800000000E1
1.885176736E2,6.503033035E1,2.548364662E1,1.647778665E1,3.394992739E1,5.504194736E0,1.010978012E2,9.193500127E-1,5.368903160E0,3.000000000E0,2.800000000E1
1.895176276E2,6.503032284E1,2.548376761E1,1.675860353E1,3.423073112E1,5.338867188E0,9.866183472E1,9.251148856E-1,5.369355679E0,3.000000000E0,2.800000000E1
1.905175986E2,6.503031248E1,2.548388794E1,1.710217143E1,3.457428488E1,5.194502354E0,1.015607986E2,9.299825031E-1,5.369803905E0,3.000000000E0,2.800000000E1
1.915177186E2,6.503030177E1,2.548398849E1,1.681740665E1,3.428950754E1,5.188694000E0,1.041593781E2,9.355055128E-1,5.370250702E0,3.000000000E0,2.800000000E1
1.925180466E2,6.503028912E1,2.548410227E1,1.657780863E1,3.404989510E1,5.115371704E0,1.042065964E2,9.410445143E-1,5.370702744E0,3.000000000E0,2.800000000E1
1.935177416E2,6.503027755E1,2.548421705E1,1.652859462E1,3.400066700E1,5.150040627E0,1.027455826E2,9.467715338E-1,5.371153355E0,3.000000000E0,2.800000000E1
1.945176846E2,6.503027018E1,2.548433780E1,1.618219752E1,3.365425683E1,5.312650681E0,1.027479248E2,9.521167912E-1,5.371608257E0,3.000000000E0,2.800000000E1
1.955177266E2,6.503026344E1,2.548445055E1,1.615350701E1,3.362555416E1,5.292840481E0,1.026749191E2,9.582421813E-1,5.372056007E0,3.000000000E0,2.800000000E1
1.965177966E2,6.503025017E1,2.548457720E1,1.604235472E1,3.351438614E1,5.506411076E0,1.028327866E2,9.642910701E-1,5.372496605E0,3.000000000E0,2.800000000E1
1.975177906E2,6.503023623E1,2.548470177E1,1.583713709E1,3.330915271E1,5.439908028E0,1.033920212E2,9.697937097E-1,5.372948170E0,3.000000000E0,2.800000000E1
1.985181046E2,6.503022562E1,2.548481627E1,1.602164579E1,3.349364770E1,5.328127861E0,1.025237579E2,9.754125662E-1,5.373402119E0,3.000000000E0,2.800000000E1
1.995178986E2,6.503021692E1,2.548493418E1,1.619221213E1,3.366420073E1,5.257316589E0,9.971686554E1,9.814221130E-1,5.373849392E0,3.000000000E0,2.800000000E1
2.005177886E2,6.503020928E1,2.548506092E1,1.611348908E1,3.358546402E1,5.227209091E0,9.788249969E1,9.873551164E-1,5.374292850E0,3.000000000E0,2.800000000E1
2.015178626E2,6.503020392E1,2.548518668E1,1.600296859E1,3.347493078E1,5.280112267E0,9.834526825E1,9.929022157E-1,5.374748230E0,3.000000000E0,2.800000000E1
2.025178436E2,6.503019633E1,2.548530348E1,1.590555890E1,3.337750829E1,5.390793324E0,1.015828247E2,9.981299687E-1,5.375191689E0,3.000000000E0,2.800000000E1
2.035179006E2,6.503018696E1,2.548541262E1,1.589828182E1,3.337021842E1,5.467712879E0,1.003356781E2,1.003850193E0,5.375634193E0,3.000000000E0,2.800000000E1
2.045179216E2,6.503017665E1,2.548553201E1,1.582049812E1,3.329242071E1,5.287325382E0,1.028685989E2,1.009704687E0,5.950746536E0,3.000000000E0,2.800000000E1
2.055184596E2,6.503016495E1,2.548565361E1,1.572484195E1,3.319674984E1,5.071310997E0,1.027143173E2,1.015117255E0,5.947648048E0,3.000000000E0,2.800000000E1
2.065180306E2,6.503015305E1,2.548576542E1,1.539996709E1,3.287186104E1,5.168638229E0,1.033015137E2,1.020876613E0,6.042184830E0,3.000000000E0,2.700000000E1
2.075183946E2,6.503014109E1,2.548588480E1,1.517436038E1,3.264623972E1,5.359205246E0,1.028337479E2,1.026932718E0,6.042726517E0,3.000000000E0,2.700000000E1
2.085178656E2,6.503012793E1,2.548600999E1,1.506805818E1,3.253992198E1,5.516371727E0,1.013521194E2,1.032635697E0,6.043256760E0,3.000000000E0,2.700000000E1
2.095179686E2,6.503012089E1,2.548613034E1,1.496380815E1,3.243565906E1,5.661433220E0,1.016180420E2,1.038747322E0,5.953643322E0,3.000000000E0,2.700000000E1
2.105179806E2,6.503011300E1,2.548625919E1,1.523775502E1,3.270959201E1,5.498295784E0,1.005831375E2,1.044691832E0,5.954215527E0,3.000000000E0,2.800000000E1
2.115180246E2,6.503010524E1,2.548638449E1,1.520068343E1,3.267250685E1,5.456521034E0,1.028725739E2,1.050761605E0,5.954792023E0,3.000000000E0,2.800000000E1
2.125180096E2,6.503009555E1,2.548651175E1,1.542802179E1,3.289983077E1,5.503722668E0,1.025385132E2,1.056742498E0,5.955363274E0,3.000000000E0,2.800000000E1
2.135183486E2,6.503008312E1,2.548663571E1,1.565774600E1,3.312953982E1,5.647483349E0,1.021420975E2,1.062120254E0,5.955936909E0,3.000000000E0,2.800000000E1
2.145179416E2,6.503007660E1,2.548674923E1,1.603169026E1,3.350347198E1,5.667203903E0,1.021260986E2,1.067607722E0,5.956517220E0,3.000000000E0,2.800000000E1
2.155180516E2,6.503006861E1,2.548686460E1,1.583415051E1,3.330591943E1,5.534726620E0,1.006756058E2,1.073149004E0,5.957093716E0,3.000000000E0,2.800000000E1
2.165180496E2,6.503005982E1,2.548698079E1,1.570159049E1,3.317334626E1,5.524554253E0,1.001729202E2,1.079004830E0,5.957664967E0,3.000000000E0,2.800000000E1
2.175179556E2,6.503004923E1,2.548710300E1,1.554082424E1,3.301256568E1,5.672674656E0,1.007756958E2,1.084676690E0,5.958232403E0,3.000000000E0,2.800000000E1
2.185179956E2,6.503004184E1,2.548722255E1,1.524921792E1,3.272094642E1,5.656429768E0,1.003682861E2,1.090143959E0,5.958802700E0,3.000000000E0,2.700000000E1
2.195184186E2,6.503003374E1,2.548733744E1,1.492947005E1,3.240118576E1,5.572610855E0,9.958608246E1,1.095427543E0,5.959379196E0,3.000000000E0,2.700000000E1
2.205179986E2,6.503002466E1,2.548744792E1,1.478166258E1,3.225336553E1,5.494940281E0,1.027645264E2,1.101083607E0,5.383189201E0,3.000000000E0,2.800000000E1
2.215181416E2,6.503001313E1,2.548756528E1,1.459309008E1,3.206477878E1,5.489524364E0,1.027261887E2,1.107037548E0,5.383634567E0,3.000000000E0,2.800000000E1
2.225180316E2,6.503000096E1,2.548768880E1,1.430867909E1,3.178035279E1,5.540817738E0,1.016110535E2,1.113123553E0,5.370828629E0,3.000000000E0,2.700000000E1
2.235180336E2,6.502998906E1,2.548781536E1,1.417253980E1,3.164419833E1,5.350964069E0,1.008699722E2,1.118625105E0,5.384514332E0,3.000000000E0,2.800000000E1
2.245181606E2,6.502997852E1,2.548792987E1,1.408600477E1,3.155764967E1,5.389350891E0,1.017854691E2,1.124332808E0,5.384964466E0,3.000000000E0,2.800000000E1
2.255181126E2,6.502996744E1,2.548804860E1,1.408581557E1,3.155744628E1,5.498229504E0,1.011871490E2,1.130200659E0,5.385398388E0,3.000000000E0,2.800000000E1
2.265180996E2,6.502995954E1,2.548817219E1,1.421668905E1,3.168830630E1,5.530290127E0,1.009011307E2,1.136340819E0,5.385834694E0,3.000000000E0,2.800000000E1
2.275181476E2,6.502995094E1,2.548830140E1,1.458063899E1,3.205224207E1,5.461622715E0,1.019496994E2,1.141955537E0,5.386275291E0,3.000000000E0,2.800000000E1
2.285182866E2,6.502994260E1,2.548841938E1,1.488354289E1,3.235513285E1,5.555620193E0,1.024186478E2,1.147788382E0,5.386715889E0,3.000000000E0,2.800000000E1
2.295182446E2,6.502993343E1,2.548854173E1,1.522256655E1,3.269414270E1,5.569684505E0,1.008910294E2,1.153650888E0,5.387154102E0,3.000000000E0,2.800000000E1
2.305181286E2,6.502992349E1,2.548866438E1,1.505103486E1,3.252259691E1,5.625469208E0,1.007259369E2,1.159163564E0,5.387594700E0,3.000000000E0,2.800000000E1
2.315182556E2,6.502991465E1,2.548877993E1,1.492390360E1,3.239545256E1,5.543759346E0,1.007670135E2,1.164854839E0,5.388037682E0,3.000000000E0,2.800000000E1
2.325182586E2,6.502990792E1,2.548890013E1,1.495740765E1,3.242894388E1,5.573129654E0,9.885800171E1,1.170371416E0,5.388478279E0,3.000000000E0,2.800000000E1
2.335182836E2,6.502990178E1,2.548901675E1,1.499014930E1,3.246167334E1,5.595861435E0,9.867366791E1,1.176273720E0,5.388903618E0,3.000000000E0,2.800000000E1
2.345183246E2,6.502989324E1,2.548914085E1,1.487021448E1,3.234172480E1,5.619243145E0,1.007656937E2,1.182239723E0,5.389347076E0,3.000000000E0,2.800000000E1
2.355186496E2,6.502988475E1,2.548926634E1,1.501735335E1,3.248884987E1,5.586443424E0,1.009188461E2,1.187925534E0,5.389784813E0,3.000000000E0,2.800000000E1
2.365182366E2,6.502987430E1,2.548938492E1,1.502131575E1,3.249279834E1,5.504109383E0,1.014677582E2,1.193890970E0,5.390228271E0,3.000000000E0,2.800000000E1
2.375182596E2,6.502986269E1,2.548950899E1,1.504531831E1,3.251678609E1,5.550330639E0,1.016884537E2,1.199611312E0,5.969546318E0,3.000000000E0,2.800000000E1
2.385186966E2,6.502985202E1,2.548962820E1,1.491735884E1,3.238881256E1,5.664356232E0,1.019206696E2,1.205260281E0,5.970100403E0,3.000000000E0,2.800000000E1
2.395184136E2,6.502983964E1,2.548974492E1,1.505084496E1,3.252228421E1,5.472163677E0,1.005905151E2,1.211323589E0,5.970673561E0,3.000000000E0,2.800000000E1
2.405182786E2,6.502983131E1,2.548987257E1,1.531378275E1,3.278520808E1,5.344992161E0,1.015638504E2,1.217214045E0,5.971220016E0,3.000000000E0,2.800000000E1
2.415184036E2,6.502982067E1,2.548999550E1,1.526391540E1,3.273532637E1,5.328324795E0,1.004030075E2,1.223023974E0,5.971785069E0,3.000000000E0,2.800000000E1
2.425183196E2,6.502981187E1,2.549011751E1,1.506328249E1,3.253467985E1,5.520016193E0,9.833283234E1,1.228726171E0,5.972330093E0,3.000000000E0,2.800000000E1
2.435183516E2,6.502980614E1,2.549023822E1,1.516590472E1,3.263728970E1,5.677018166E0,9.769808197E1,1.234476313E0,5.972880840E0,3.000000000E0,2.800000000E1
2.445183806E2,6.502980346E1,2.549036056E1,1.538883997E1,3.286021353E1,5.803762436E0,9.547941589E1,1.240161991E0,5.393709183E0,3.000000000E0,2.800000000E1
2.455184716E2,6.502979945E1,2.549048131E1,1.544688382E1,3.291824562E1,5.728722572E0,9.522827148E1,1.246033396E0,5.394144535E0,3.000000000E0,2.800000000E1
2.465188926E2,6.502979504E1,2.549060595E1,1.564248404E1,3.311383360E1,5.462344170E0,9.939231873E1,1.251528248E0,5.394573212E0,3.000000000E0,2.800000000E1
2.475186626E2,6.502978408E1,2.549072010E1,1.560342349E1,3.307475933E1,5.560978889E0,1.066318359E2,1.257497861E0,5.395006180E0,3.000000000E0,2.800000000E1
2.485185256E2,6.502976573E1,2.549083961E1,1.546104956E1,3.293236856E1,5.425990582E0,1.085801010E2,1.262954603E0,5.395443916E0,3.000000000E0,2.800000000E1
2.495185916E2,6.502974820E1,2.549094819E1,1.518574193E1,3.265704533E1,5.338865757E0,1.083337173E2,1.268479922E0,5.976199627E0,3.000000000E0,2.800000000E1
2.505188496E2,6.502973590E1,2.549106224E1,1.511014687E1,3.258143608E1,5.332003117E0,1.061870728E2,1.273698155E0,5.379720688E0,3.000000000E0,2.800000000E1
2.515185616E2,6.502972636E1,2.549117108E1,1.472107910E1,3.219235558E1,5.263236523E0,1.036213837E2,1.278662073E0,5.977303505E0,3.000000000E0,2.800000000E1
2.525186186E2,6.502972063E1,2.549127595E1,1.449350702E1,3.196477248E1,4.974766254E0,1.011003647E2,1.283881376E0,5.314256668E0,3.000000000E0,2.600000000E1
2.535185976E2,6.502970964E1,2.549138406E1,1.468644380E1,3.215769606E1,4.128908157E0,1.039346924E2,1.287396179E0,5.314523697E0,3.000000000E0,2.600000000E1
2.545185676E2,6.502970432E1,2.549145786E1,1.440848555E1,3.187972959E1,3.386012793E0,1.012776642E2,1.291237256E0,5.314790726E0,3.000000000E0,2.600000000E1
2.555186096E2,6.502970600E1,2.549153960E1,1.391784838E1,3.138908605E1,3.115833998E0,8.297057343E1,1.295146292E0,5.315056801E0,3.000000000E0,2.600000000E1
2.565186016E2,6.502971903E1,2.549161694E1,1.361836081E1,3.108959659E1,3.158647776E0,6.221553802E1,1.298846730E0,5.315323353E0,3.000000000E0,2.600000000E1
2.575189356E2,6.502974471E1,2.549166707E1,1.342454441E1,3.089578520E1,3.104340553E0,4.169832611E1,1.302957789E0,5.315589428E0,3.000000000E0,2.600000000E1
2.585185816E2,6.502977991E1,2.549169386E1,1.345360604E1,3.092485725E1,3.983312130E0,1.639177895E1,1.307666601E0,5.315854073E0,3.000000000E0,2.600000000E1
2.595186686E2,6.502982189E1,2.549170716E1,1.344576230E1,3.091702752E1,4.322006226E0,1.140090179E1,1.312758236E0,5.316118240E0,3.000000000E0,2.600000000E1
2.605185536E2,6.502986713E1,2.549172382E1,1.338099051E1,3.085227065E1,4.243863106E0,9.540836334E0,1.317948859E0,5.316381931E0,3.000000000E0,2.600000000E1
2.615185736E2,6.502991352E1,2.549173629E1,1.338257471E1,3.085387053E1,4.476229191E0,1.136630440E1,1.323466396E0,5.316646576E0,3.000000000E0,2.600000000E1
2.625185926E2,6.502996269E1,2.549175209E1,1.345022759E1,3.092153981E1,4.479565620E0,1.379995251E1,1.328929496E0,5.316911221E0,3.000000000E0,2.600000000E1
2.635187086E2,6.503001080E1,2.549177563E1,1.317876906E1,3.065009664E1,4.517218113E0,1.346256161E1,1.333831281E0,5.317173481E0,3.000000000E0,2.600000000E1
2.645190116E2,6.503005371E1,2.549179958E1,1.301438611E1,3.048572713E1,4.574911118E0,1.151607990E1,1.339459453E0,5.317437172E0,3.000000000E0,2.500000000E1
2.655190506E2,6.503010373E1,2.549181790E1,1.303510268E1,3.050646018E1,4.635436058E0,1.112605476E1,1.345123507E0,5.317701817E0,3.000000000E0,2.500000000E1
2.665187266E2,6.503015413E1,2.549183544E1,1.382409832E1,3.129547251E1,4.875083447E0,1.227123260E1,1.350376774E0,5.823753357E0,3.000000000E0,2.400000000E1
2.675186536E2,6.503020054E1,2.549185633E1,1.421185362E1,3.168324277E1,5.047837734E0,1.064799023E1,1.355629419E0,5.318229198E0,3.000000000E0,2.500000000E1
2.685188076E2,6.503024700E1,2.549187660E1,1.453398429E1,3.200538847E1,5.008990288E0,1.254970551E1,1.361829733E0,5.825337887E0,3.000000000E0,2.300000000E1
2.695187366E2,6.503030161E1,2.549190328E1,1.453392282E1,3.200534443E1,4.914635658E0,1.165119743E1,1.367469978E0,5.826118469E0,3.000000000E0,2.500000000E1
2.705187626E2,6.503035163E1,2.549192318E1,1.469386517E1,3.216530312E1,4.674066067E0,8.679145813E0,1.372560874E0,5.319018364E0,3.000000000E0,2.600000000E1
2.715191556E2,6.503039673E1,2.549194192E1,1.463492693E1,3.210637955E1,4.688823700E0,1.111203575E1,1.377544033E0,5.319282532E0,3.000000000E0,2.600000000E1
2.725187356E2,6.503044066E1,2.549196291E1,1.455391721E1,3.202538388E1,4.931346416E0,1.174091148E1,1.382944694E0,5.319544792E0,3.000000000E0,2.600000000E1
2.735188376E2,6.503048746E1,2.549199364E1,1.440958590E1,3.188106681E1,4.973370552E0,1.283028603E1,1.388128169E0,5.319808960E0,3.000000000E0,2.600000000E1
2.745188496E2,6.503053166E1,2.549202871E1,1.440489291E1,3.187638675E1,5.126943111E0,1.571848869E1,1.394002835E0,5.320072174E0,3.000000000E0,2.600000000E1
2.755188516E2,6.503058188E1,2.549206761E1,1.453664035E1,3.200814897E1,5.316055775E0,2.010285187E1,1.399800408E0,5.320334911E0,3.000000000E0,2.600000000E1
2.765189066E2,6.503063059E1,2.549211163E1,1.412538344E1,3.159690584E1,5.585117817E0,2.506332779E1,1.405345380E0,5.320599079E0,3.000000000E0,2.600000000E1
2.775188916E2,6.503067341E1,2.549217219E1,1.387428210E1,3.134581473E1,5.512781143E0,3.005878067E1,1.411316858E0,4.701696873E0,3.000000000E0,2.500000000E1
2.785188026E2,6.503071936E1,2.549223804E1,1.371811477E1,3.118965830E1,5.515295506E0,3.295232773E1,1.417114041E0,5.321125984E0,3.000000000E0,2.600000000E1
2.795189066E2,6.503076317E1,2.549230500E1,1.374049671E1,3.121205026E1,5.400830269E0,3.200128937E1,1.422482837E0,5.321389198E0,3.000000000E0,2.600000000E1
2.805188736E2,6.503080355E1,2.549236771E1,1.366491158E1,3.113647428E1,5.486243248E0,3.163151360E1,1.428138630E0,5.321651459E0,3.000000000E0,2.600000000E1
2.815188216E2,6.503084696E1,2.549243050E1,1.362188163E1,3.109345456E1,5.441299438E0,3.042624855E1,1.433734242E0,5.321915627E0,3.000000000E0,2.600000000E1
2.825188636E2,6.503089036E1,2.549249084E1,1.347871141E1,3.095029477E1,5.467858791E0,3.175223541E1,1.439412172E0,5.322178841E0,3.000000000E0,2.600000000E1
2.835188456E2,6.503093412E1,2.549255317E1,1.371648740E1,3.118808116E1,5.446834564E0,3.184006119E1,1.445052261E0,5.322441578E0,3.000000000E0,2.600000000E1
2.845188596E2,6.503097758E1,2.549261514E1,1.402050641E1,3.149211047E1,5.507709980E0,2.919003296E1,1.450395394E0,4.702213764E0,3.000000000E0,2.500000000E1
2.855190806E2,6.503101961E1,2.549267030E1,1.392475348E1,3.139636792E1,5.445811749E0,2.988598824E1,1.455884845E0,5.322969437E0,3.000000000E0,2.600000000E1
2.865189516E2,6.503106093E1,2.549273430E1,1.375708153E1,3.122870532E1,5.275766373E0,3.213695908E1,1.461373687E0,5.323231220E0,3.000000000E0,2.600000000E1
2.875189446E2,6.503110124E1,2.549280180E1,1.367353027E1,3.114516274E1,5.180003166E0,3.589448929E1,1.466831954E0,5.323495388E0,3.000000000E0,2.600000000E1
2.885190366E2,6.503114103E1,2.549286990E1,1.389265807E1,3.136429897E1,5.280200005E0,3.618107605E1,1.472294538E0,5.323758125E0,3.000000000E0,2.600000000E1
2.895190506E2,6.503118046E1,2.549293932E1,1.379802602E1,3.126967512E1,5.507881165E0,3.643944168E1,1.477818224E0,5.324020863E0,3.000000000E0,2.600000000E1
2.905189696E2,6.503121984E1,2.549301106E1,1.406429178E1,3.153594884E1,5.478524208E0,3.891376495E1,1.483092199E0,4.702653885E0,3.000000000E0,2.500000000E1
2.915194246E2,6.503125400E1,2.549308900E1,1.402333129E1,3.149499389E1,5.333436966E0,4.596793747E1,1.488640518E0,4.702725410E0,3.000000000E0,2.500000000E1
2.925193996E2,6.503128534E1,2.549318098E1,1.401569435E1,3.148736026E1,5.384431362E0,5.191020203E1,1.494186923E0,5.324810982E0,3.000000000E0,2.600000000E1
2.935189786E2,6.503131278E1,2.549327966E1,1.407474806E1,3.154641529E1,5.424294472E0,5.599737930E1,1.499753001E0,5.325072289E0,3.000000000E0,2.600000000E1
2.945190296E2,6.503133850E1,2.549338139E1,1.410495070E1,3.157661837E1,5.490604877E0,5.760649872E1,1.505284877E0,5.325336933E0,3.000000000E0,2.600000000E1
2.955194656E2,6.503136354E1,2.549348323E1,1.408255774E1,3.155422558E1,5.435904503E0,5.824364471E1,1.510743404E0,5.325599670E0,3.000000000E0,2.600000000E1
2.965191076E2,6.503138739E1,2.549358488E1,1.400333390E1,3.147500149E1,5.381502151E0,5.821830750E1,1.516302719E0,5.325861931E0,3.000000000E0,2.600000000E1
2.975191256E2,6.503141423E1,2.549368480E1,1.431220725E1,3.178387583E1,5.258181572E0,5.593620682E1,1.521864835E0,5.326127052E0,3.000000000E0,2.600000000E1
2.985191676E2,6.503144252E1,2.549378253E1,1.481706138E1,3.228873164E1,5.391094685E0,5.525336456E1,1.527431226E0,5.326390266E0,3.000000000E0,2.600000000E1
2.995195286E2,6.503147051E1,2.549388084E1,1.534269950E1,3.281437128E1,5.328323364E0,5.300568008E1,1.533055133E0,5.326653004E0,3.000000000E0,2.500000000E1
3.005191236E2,6.503150279E1,2.549397309E1,1.570033229E1,3.317200765E1,5.306370258E0,5.093388367E1,1.538390317E0,5.326915741E0,3.000000000E0,2.600000000E1
3.015195316E2,6.503153546E1,2.549405634E1,1.638707551E1,3.385875538E1,5.116981506E0,4.770170593E1,1.543303581E0,5.327179909E0,3.000000000E0,2.600000000E1
3.025191866E2,6.503156715E1,2.549412928E1,1.711672805E1,3.458841296E1,4.992002010E0,4.152875900E1,1.547834072E0,5.327441216E0,3.000000000E0,2.600000000E1
3.035192026E2,6.503159880E1,2.549419007E1,1.732873472E1,3.480042570E1,4.894055367E0,3.743294907E1,1.553953227E0,5.327703476E0,3.000000000E0,2.600000000E1
3.045191456E2,6.503164335E1,2.549426660E1,1.717074846E1,3.464244878E1,4.849071026E0,3.727814865E1,1.558920822E0,5.327966213E0,3.000000000E0,2.600000000E1
3.055191736E2,6.503167949E1,2.549432882E1,1.736940927E1,3.484111715E1,4.832190037E0,3.646319199E1,1.563800882E0,5.328227997E0,3.000000000E0,2.600000000E1
3.065192096E2,6.503171427E1,2.549439222E1,1.743075922E1,3.490247407E1,4.739616871E0,3.755477524E1,1.568779362E0,4.703808308E0,3.000000000E0,2.500000000E1
3.075196246E2,6.503175060E1,2.549445423E1,1.783526625E1,3.530698873E1,4.815734863E0,3.982395172E1,1.573790726E0,5.328752518E0,3.000000000E0,2.600000000E1
3.085196306E2,6.503178491E1,2.549452344E1,1.765951015E1,3.513123891E1,4.758366585E0,4.060266876E1,1.578981422E0,5.329012871E0,3.000000000E0,2.600000000E1
3.095196416E2,6.503182256E1,2.549458882E1,1.778811486E1,3.525985143E1,4.841610432E0,4.041683960E1,1.583888210E0,5.329277039E0,3.000000000E0,2.600000000E1
3.105193066E2,6.503185775E1,2.549465189E1,1.771173565E1,3.518347935E1,4.953767300E0,3.680570984E1,1.589763372E0,5.329537392E0,3.000000000E0,2.600000000E1
3.115194706E2,6.503189975E1,2.549472784E1,1.741755423E1,3.488930636E1,5.023499489E0,3.879204941E1,1.595069060E0,5.329799175E0,3.000000000E0,2.600000000E1
